Player,Nation,Pos,Squad,Comp,Age,90s,PassesReceivedp90,PassesReceived,Touches,TouchesAttacking3rdp90,TouchesAttacking3rd,TouchesAttackingPenp90,TouchesAttackingPen,SuccDribbles,Attdribblesp90,AttDribbles,SuccDribblesPerc,xAp90,xA,TBp90,TB,Succ Deliveries to boxp90,Succ Deliveries to box,KPp90,KP,PassingFinal3rdp90,PassingFinal3rd,SCAp90,PPA,CrsPA
Enock Kwateng\Enock-Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,22.00,10.90,44.31,483.00,756.00,13.67,149.00,0.37,4.00,9.00,1.28,14.00,64.30,0.04,0.40,0.00,0.00,1.28,14.00,0.64,7.00,2.39,26.00,1.37,10.00,4.00
Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,es La Liga,29.00,29.50,23.46,692.00,1316.00,0.88,26.00,0.54,16.00,3.00,0.17,5.00,60.00,0.03,0.90,0.03,1.00,0.27,8.00,0.24,7.00,2.41,71.00,0.51,7.00,1.00
Stefan Lainer\Stefan-Lainer,at AUT,DF,M'gladbach,de Bundesliga,26.00,30.10,40.83,1229.00,1894.00,18.77,565.00,1.69,51.00,43.00,2.52,76.00,56.60,0.12,3.70,0.10,3.00,2.46,74.00,1.36,41.00,2.82,85.00,1.99,47.00,27.00
Kenny Lala\Kenny-Lala,fr FRA,DF,Strasbourg,fr Ligue 1,27.00,22.70,44.67,1014.00,1578.00,21.50,488.00,1.19,27.00,43.00,2.91,66.00,65.20,0.10,2.20,0.04,1.00,2.07,47.00,1.32,30.00,4.05,92.00,2.25,34.00,13.00
Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Chelsea,eng Premier League,18.00,0.40,12.50,5.00,18.00,22.50,9.00,2.50,1.00,0.00,0.00,0.00,,0.25,0.10,2.50,1.00,2.50,1.00,2.50,1.00,0.00,0.00,2.81,1.00,0.00
Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,eng Premier League,18.00,6.50,30.15,196.00,326.00,16.62,108.00,1.69,11.00,23.00,4.62,30.00,76.70,0.09,0.60,0.00,0.00,1.69,11.00,0.62,4.00,1.69,11.00,1.53,6.00,5.00
Loïck Landre\Loick-Landre,fr FRA,DF,Nîmes,fr Ligue 1,27.00,10.30,28.25,291.00,491.00,1.26,13.00,0.29,3.00,0.00,0.00,0.00,,0.01,0.10,0.00,0.00,0.10,1.00,0.19,2.00,2.14,22.00,0.39,1.00,0.00
Michael Lang\Michael-Lang,ch SUI,DF,Werder Bremen,de Bundesliga,28.00,6.00,44.00,264.00,389.00,18.50,111.00,1.33,8.00,2.00,0.50,3.00,66.70,0.10,0.60,0.17,1.00,1.17,7.00,0.50,3.00,1.83,11.00,0.99,4.00,3.00
Sebastian Langkamp\Sebastian-Langkamp,de GER,DF,Werder Bremen,de Bundesliga,31.00,3.50,42.29,148.00,231.00,2.00,7.00,1.14,4.00,1.00,0.29,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.29,8.00,0.29,0.00,0.00
Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,eng Premier League,25.00,12.20,80.08,977.00,1192.00,2.95,36.00,0.33,4.00,2.00,0.16,2.00,100.00,0.01,0.10,0.00,0.00,0.08,1.00,0.08,1.00,8.93,109.00,0.66,1.00,0.00
Danilo Larangeira\Danilo-Larangeira,br BRA,DF,Bologna,it Serie A,35.00,29.30,30.31,888.00,1571.00,1.37,40.00,0.34,10.00,7.00,0.24,7.00,100.00,0.01,0.20,0.00,0.00,0.38,11.00,0.17,5.00,2.66,78.00,0.58,10.00,1.00
Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,25.00,23.10,24.46,565.00,1074.00,1.77,41.00,0.78,18.00,8.00,0.52,12.00,66.70,0.00,0.10,0.04,1.00,0.09,2.00,0.09,2.00,1.08,25.00,0.30,2.00,0.00
Toni Lato\Toni-Lato,es ESP,DFMF,Osasuna,es La Liga,21.00,5.20,30.38,158.00,326.00,20.19,105.00,1.15,6.00,9.00,1.92,10.00,90.00,0.06,0.30,0.00,0.00,0.96,5.00,0.77,4.00,1.92,10.00,1.34,3.00,2.00
Vincent Laurini\Vincent-Laurini,fr FRA,DF,Parma,it Serie A,30.00,9.80,39.59,388.00,637.00,12.86,126.00,0.10,1.00,9.00,1.12,11.00,81.80,0.11,1.10,0.10,1.00,1.43,14.00,0.92,9.00,3.57,35.00,1.32,9.00,5.00
Diego Laxalt\Diego-Laxalt,uy URU,DFMF,Torino,it Serie A,26.00,6.60,37.42,247.00,396.00,20.61,136.00,2.12,14.00,3.00,1.82,12.00,25.00,0.08,0.50,0.00,0.00,0.91,6.00,0.91,6.00,1.67,11.00,1.21,4.00,2.00
Diego Laxalt\Diego-Laxalt,uy URU,DF,Milan,it Serie A,26.00,1.90,52.11,99.00,133.00,18.42,35.00,1.58,3.00,1.00,1.05,2.00,50.00,0.05,0.10,0.00,0.00,4.21,8.00,0.53,1.00,2.63,5.00,3.14,4.00,4.00
Valentino Lazaro\Valentino-Lazaro,at AUT,DFMF,Newcastle Utd,eng Premier League,23.00,5.30,35.85,190.00,240.00,12.08,64.00,1.32,7.00,12.00,3.77,20.00,60.00,0.04,0.20,0.00,0.00,0.94,5.00,1.13,6.00,1.51,8.00,1.50,4.00,1.00
Valentino Lazaro\Valentino-Lazaro,at AUT,DFMF,Inter,it Serie A,23.00,3.60,48.61,175.00,244.00,33.33,120.00,2.78,10.00,6.00,3.89,14.00,42.90,0.33,1.20,0.00,0.00,3.89,14.00,2.50,9.00,1.67,6.00,3.90,9.00,5.00
Darko Lazovic\Darko-Lazovic,rs SRB,DF,Hellas Verona,it Serie A,28.00,36.00,41.25,1485.00,1972.00,22.64,815.00,3.25,117.00,45.00,2.75,99.00,45.50,0.23,8.10,0.14,5.00,2.72,98.00,1.47,53.00,1.83,66.00,2.95,78.00,20.00
Manuel Lazzari\Manuel-Lazzari,it ITA,DF,Lazio,it Serie A,25.00,28.30,35.97,1018.00,1295.00,22.76,644.00,3.11,88.00,37.00,2.58,73.00,50.70,0.12,3.50,0.07,2.00,2.30,65.00,1.34,38.00,0.39,11.00,2.12,43.00,22.00
Robin Le Normand\Robin-Le-Normand,fr FRA,DF,Real Sociedad,es La Liga,22.00,26.60,52.48,1396.00,1943.00,1.73,46.00,0.86,23.00,0.00,0.00,0.00,,0.01,0.30,0.00,0.00,0.11,3.00,0.19,5.00,2.59,69.00,0.38,3.00,0.00
Mathew Leckie\Mathew-Leckie,au AUS,DFFW,Hertha BSC,de Bundesliga,28.00,2.20,37.27,82.00,117.00,19.09,42.00,3.18,7.00,2.00,0.91,2.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.36,3.00,0.92,0.00,0.00
Jordan Lefort\Jordan-Lefort,fr FRA,DF,Amiens,fr Ligue 1,25.00,9.40,39.36,370.00,565.00,3.19,30.00,0.21,2.00,5.00,0.64,6.00,83.30,0.03,0.30,0.00,0.00,0.21,2.00,0.32,3.00,2.34,22.00,0.75,1.00,1.00
Toni Leistner\Toni-Leistner,de GER,DF,Köln,de Bundesliga,28.00,11.20,41.25,462.00,766.00,1.88,21.00,0.63,7.00,5.00,0.45,5.00,100.00,0.01,0.10,0.00,0.00,0.54,6.00,0.27,3.00,3.84,43.00,0.44,5.00,1.00
Florian Lejeune\Florian-Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,28.00,4.90,23.88,117.00,249.00,3.67,18.00,1.02,5.00,2.00,0.61,3.00,66.70,0.02,0.10,0.00,0.00,0.00,0.00,0.20,1.00,1.84,9.00,0.20,0.00,0.00
Clément Lenglet\Clement-Lenglet,fr FRA,DF,Barcelona,es La Liga,24.00,26.90,69.07,1858.00,2376.00,1.90,51.00,0.45,12.00,5.00,0.33,9.00,55.60,0.02,0.50,0.11,3.00,0.07,2.00,0.19,5.00,6.13,165.00,0.52,2.00,0.00
Christopher Lenz\Christopher-Lenz,de GER,DF,Union Berlin,de Bundesliga,24.00,25.20,29.76,750.00,1479.00,15.79,398.00,0.91,23.00,25.00,1.55,39.00,64.10,0.10,2.60,0.04,1.00,1.31,33.00,0.79,20.00,2.30,58.00,1.67,21.00,12.00
Jamal Lewis\Jamal-Lewis,nir NIR,DF,Norwich City,eng Premier League,21.00,25.60,40.27,1031.00,1599.00,15.43,395.00,0.90,23.00,37.00,2.42,62.00,59.70,0.04,1.00,0.04,1.00,1.09,28.00,0.59,15.00,1.60,41.00,1.25,20.00,8.00
Stephan Lichtsteiner\Stephan-Lichtsteiner,ch SUI,DF,Augsburg,de Bundesliga,35.00,14.90,23.89,356.00,731.00,12.82,191.00,0.20,3.00,5.00,0.67,10.00,50.00,0.04,0.60,0.00,0.00,0.87,13.00,0.60,9.00,2.08,31.00,1.21,9.00,4.00
Philipp Lienhart\Philipp-Lienhart,at AUT,DF,Freiburg,de Bundesliga,23.00,20.20,42.67,862.00,1236.00,1.53,31.00,0.25,5.00,3.00,0.15,3.00,100.00,0.03,0.70,0.00,0.00,0.20,4.00,0.10,2.00,2.38,48.00,0.40,4.00,0.00
Matthijs de Ligt\Matthijs-de-Ligt,nl NED,DF,Juventus,it Serie A,19.00,27.20,46.21,1257.00,1796.00,1.88,51.00,0.81,22.00,1.00,0.04,1.00,100.00,0.01,0.30,0.04,1.00,0.04,1.00,0.11,3.00,2.94,80.00,0.33,1.00,0.00
Isaac Lihadji\Isaac-Lihadji,fr FRA,DFMF,Marseille,fr Ligue 1,17.00,0.30,76.67,23.00,20.00,26.67,8.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,3.33,1.00,0.00,0.00,3.33,1.00,3.60,1.00,0.00
Lillo\Lillo,es ESP,DF,Osasuna,es La Liga,30.00,2.20,41.36,91.00,146.00,13.64,30.00,0.45,1.00,1.00,0.45,1.00,100.00,0.05,0.10,0.00,0.00,1.82,4.00,0.45,1.00,4.55,10.00,1.38,3.00,1.00
Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,eng Premier League,25.00,34.40,45.67,1571.00,2308.00,2.03,70.00,0.32,11.00,3.00,0.23,8.00,37.50,0.01,0.30,0.06,2.00,0.03,1.00,0.12,4.00,2.41,83.00,0.49,1.00,0.00
Pol Lirola\Pol-Lirola,es ESP,DF,Fiorentina,it Serie A,21.00,29.40,38.20,1123.00,1569.00,18.64,548.00,2.28,67.00,51.00,2.59,76.00,67.10,0.10,2.80,0.03,1.00,1.53,45.00,1.12,33.00,2.41,71.00,2.31,34.00,11.00
Diego Llorente\Diego-Llorente,es ESP,DF,Real Sociedad,es La Liga,25.00,25.90,49.85,1291.00,1841.00,1.74,45.00,0.62,16.00,6.00,0.31,8.00,75.00,0.01,0.20,0.08,2.00,0.08,2.00,0.15,4.00,2.86,74.00,0.54,2.00,0.00
Gautier Lloris\Gautier-Lloris,fr FRA,DF,Nice,fr Ligue 1,24.00,3.00,51.67,155.00,198.00,0.33,1.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00
Renan Lodi\Renan-Lodi,br BRA,DF,Atlético Madrid,es La Liga,21.00,26.60,34.85,927.00,1570.00,18.80,500.00,1.43,38.00,14.00,1.13,30.00,46.70,0.06,1.60,0.08,2.00,1.73,46.00,0.75,20.00,1.58,42.00,1.16,34.00,12.00
Kevin Long\Kevin-Long,ie IRL,DF,Burnley,eng Premier League,28.00,6.30,19.21,121.00,254.00,0.63,4.00,0.48,3.00,1.00,0.16,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.27,8.00,0.48,0.00,0.00
David López\David-Lopez,es ESP,DFMF,Espanyol,es La Liga,29.00,27.30,39.49,1078.00,1623.00,5.13,140.00,0.77,21.00,8.00,0.33,9.00,88.90,0.04,1.10,0.11,3.00,0.40,11.00,0.55,15.00,3.44,94.00,1.06,9.00,2.00
Javi López\Javi-Lopez,es ESP,DF,Alavés,es La Liga,17.00,1.00,19.00,19.00,45.00,15.00,15.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00
Javi López\Javi-Lopez,es ESP,DF,Espanyol,es La Liga,33.00,15.40,28.96,446.00,888.00,13.90,214.00,0.39,6.00,14.00,1.36,21.00,66.70,0.06,1.00,0.06,1.00,1.43,22.00,0.65,10.00,2.21,34.00,1.30,16.00,6.00
Lluis López\Lluis-Lopez,es ESP,DF,Espanyol,es La Liga,22.00,3.30,66.36,219.00,269.00,4.55,15.00,0.61,2.00,0.00,0.61,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.03,10.00,1.20,0.00,0.00
Matteo Lovato\Matteo-Lovato,it ITA,DF,Hellas Verona,it Serie A,19.00,0.10,10.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,eng Premier League,30.00,8.60,56.86,489.00,730.00,2.56,22.00,1.51,13.00,1.00,0.12,1.00,100.00,0.03,0.30,0.12,1.00,0.47,4.00,0.12,1.00,5.00,43.00,0.58,4.00,0.00
Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,eng Premier League,30.00,17.00,27.71,471.00,928.00,13.94,237.00,0.59,10.00,11.00,1.06,18.00,61.10,0.06,1.10,0.12,2.00,1.18,20.00,0.71,12.00,2.71,46.00,1.00,16.00,4.00
Jan Luca Rumpf\Jan-Luca-Rumpf,de GER,DF,Paderborn 07,de Bundesliga,20.00,1.00,34.00,34.00,60.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,6.00,0.00,0.00,0.00
Fabio Lucioni\Fabio-Lucioni,it ITA,DF,Lecce,it Serie A,31.00,34.80,35.34,1230.00,1930.00,1.29,45.00,0.40,14.00,7.00,0.32,11.00,63.60,0.00,0.00,0.00,0.00,0.11,4.00,0.06,2.00,1.93,67.00,0.29,3.00,1.00
José Luis Gayà\Jose-Luis-Gaya,es ESP,DF,Valencia,es La Liga,24.00,22.10,37.74,834.00,1255.00,16.38,362.00,1.99,44.00,31.00,2.31,51.00,60.80,0.07,1.60,0.00,0.00,1.76,39.00,0.59,13.00,1.67,37.00,0.95,27.00,12.00
José Luis Palomino\Jose-Luis-Palomino,ar ARG,DF,Atalanta,it Serie A,29.00,27.60,33.08,913.00,1667.00,2.75,76.00,0.80,22.00,4.00,0.22,6.00,66.70,0.04,1.20,0.00,0.00,0.33,9.00,0.22,6.00,2.21,61.00,0.58,7.00,2.00
David Luiz\David-Luiz,br BRA,DF,Arsenal,eng Premier League,32.00,31.20,46.60,1454.00,2050.00,1.73,54.00,0.61,19.00,4.00,0.29,9.00,44.40,0.03,1.00,0.19,6.00,0.32,10.00,0.13,4.00,3.21,100.00,0.29,9.00,1.00
Jordan Lukaku\Jordan-Lukaku,be BEL,DF,Lazio,it Serie A,25.00,4.40,32.50,143.00,201.00,22.05,97.00,0.91,4.00,6.00,2.50,11.00,54.50,0.18,0.80,0.00,0.00,2.73,12.00,2.05,9.00,0.91,4.00,3.18,7.00,5.00
Senad Lulic\Senad-Lulic,ba BIH,DF,Lazio,it Serie A,33.00,17.50,42.00,735.00,1035.00,23.43,410.00,2.23,39.00,37.00,3.26,57.00,64.90,0.14,2.40,0.11,2.00,2.57,45.00,1.20,21.00,2.00,35.00,2.40,31.00,14.00
Sebastiano Luperto\Sebastiano-Luperto,it ITA,DF,Napoli,it Serie A,22.00,5.90,53.90,318.00,427.00,3.05,18.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.51,3.00,0.17,1.00,4.41,26.00,0.85,2.00,1.00
Lyanco\Lyanco,br BRA,DF,Torino,it Serie A,22.00,13.10,38.78,508.00,810.00,2.37,31.00,0.23,3.00,10.00,1.22,16.00,62.50,0.02,0.30,0.08,1.00,0.08,1.00,0.08,1.00,2.60,34.00,0.54,1.00,0.00
Charalambos Lykogiannis\Charalambos-Lykogiannis,gr GRE,DF,Cagliari,it Serie A,25.00,14.90,32.48,484.00,810.00,13.56,202.00,0.74,11.00,11.00,1.34,20.00,55.00,0.09,1.40,0.07,1.00,0.54,8.00,0.60,9.00,2.42,36.00,0.87,6.00,2.00
Yvann Macon\Yvann-Macon,GPE,DF,Saint-Étienne,fr Ligue 1,20.00,1.10,38.18,42.00,84.00,22.73,25.00,0.00,0.00,1.00,0.91,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.00
Lisandro Magallán\Lisandro-Magallan,ar ARG,DF,Alavés,es La Liga,25.00,13.30,22.03,293.00,566.00,0.90,12.00,0.68,9.00,2.00,0.23,3.00,66.70,0.05,0.60,0.15,2.00,0.15,2.00,0.30,4.00,1.95,26.00,0.38,2.00,0.00
Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DFMF,Brescia,it Serie A,23.00,1.30,24.62,32.00,52.00,3.85,5.00,3.85,5.00,1.00,0.77,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,1.00,0.00,0.00,0.00
Giangiacomo Magnani\Giangiacomo-Magnani,it ITA,DF,Sassuolo,it Serie A,23.00,1.60,38.13,61.00,97.00,2.50,4.00,1.88,3.00,0.00,0.00,0.00,,0.06,0.10,0.00,0.00,0.00,0.00,1.25,2.00,2.50,4.00,0.62,0.00,0.00
Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,eng Premier League,26.00,38.00,51.55,1959.00,2828.00,4.39,167.00,1.50,57.00,10.00,0.34,13.00,76.90,0.01,0.50,0.03,1.00,0.08,3.00,0.42,16.00,4.42,168.00,0.79,3.00,0.00
Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DF,Arsenal,eng Premier League,21.00,15.40,49.87,768.00,1179.00,14.94,230.00,1.17,18.00,22.00,2.86,44.00,50.00,0.09,1.40,0.00,0.00,1.17,18.00,0.65,10.00,3.25,50.00,1.30,13.00,5.00
Nikola Maksimovic\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,27.00,20.00,58.15,1163.00,1546.00,3.85,77.00,1.05,21.00,6.00,0.45,9.00,66.70,0.04,0.70,0.10,2.00,0.70,14.00,0.35,7.00,3.95,79.00,0.60,9.00,5.00
Kévin Malcuit\Kevin-Malcuit,ma MAR,DF,Napoli,it Serie A,28.00,2.80,50.00,140.00,203.00,22.86,64.00,1.43,4.00,6.00,3.21,9.00,66.70,0.07,0.20,0.00,0.00,2.50,7.00,0.71,2.00,1.43,4.00,1.05,4.00,3.00
Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,28.00,21.80,43.62,951.00,1570.00,19.17,418.00,0.92,20.00,8.00,0.55,12.00,66.70,0.08,1.80,0.09,2.00,1.33,29.00,0.60,13.00,2.75,60.00,1.28,20.00,9.00
Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,30.00,22.00,44.14,971.00,1535.00,17.95,395.00,0.68,15.00,6.00,0.64,14.00,42.90,0.05,1.00,0.09,2.00,1.27,28.00,0.64,14.00,3.41,75.00,1.36,21.00,7.00
Gianluca Mancini\Gianluca-Mancini,it ITA,DFMF,Roma,it Serie A,23.00,30.40,46.38,1410.00,1973.00,4.61,140.00,1.09,33.00,10.00,0.46,14.00,71.40,0.02,0.60,0.13,4.00,0.43,13.00,0.30,9.00,2.60,79.00,0.79,13.00,0.00
Reinildo Mandava\Reinildo-Mandava,mz MOZ,DF,Lille,fr Ligue 1,25.00,12.30,38.62,475.00,797.00,18.62,229.00,0.89,11.00,12.00,1.63,20.00,60.00,0.03,0.40,0.00,0.00,0.81,10.00,0.33,4.00,2.76,34.00,1.05,7.00,3.00
Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,es La Liga,27.00,28.60,51.71,1479.00,2044.00,2.10,60.00,0.66,19.00,6.00,0.31,9.00,66.70,0.03,0.80,0.03,1.00,0.21,6.00,0.24,7.00,3.25,93.00,0.59,5.00,1.00
Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Valencia,es La Liga,28.00,7.50,30.53,229.00,353.00,0.80,6.00,0.53,4.00,0.00,0.13,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.87,14.00,0.00,0.00,0.00
Massimiliano Mangraviti\Massimiliano-Mangraviti,it ITA,DF,Brescia,it Serie A,21.00,10.80,29.54,319.00,540.00,4.44,48.00,0.37,4.00,0.00,0.00,0.00,,0.01,0.10,0.00,0.00,0.83,9.00,0.09,1.00,3.24,35.00,0.46,5.00,4.00
Kostas Manolas\Kostas-Manolas,gr GRE,DF,Napoli,it Serie A,28.00,24.20,50.41,1220.00,1677.00,1.57,38.00,0.99,24.00,2.00,0.08,2.00,100.00,0.00,0.10,0.00,0.00,0.08,2.00,0.08,2.00,1.94,47.00,0.17,2.00,0.00
Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,25.00,17.80,25.73,458.00,815.00,11.91,212.00,0.79,14.00,13.00,1.12,20.00,65.00,0.02,0.40,0.00,0.00,0.51,9.00,0.34,6.00,1.52,27.00,0.79,5.00,4.00
Faitout Maouassa\Faitout-Maouassa,fr FRA,DF,Rennes,fr Ligue 1,21.00,20.00,39.70,794.00,1284.00,13.95,279.00,0.65,13.00,28.00,2.60,52.00,53.80,0.05,1.00,0.00,0.00,1.10,22.00,0.65,13.00,2.45,49.00,1.35,12.00,10.00
Fernando Marçal\Fernando-Marcal,br BRA,DF,Lyon,fr Ligue 1,30.00,9.20,60.43,556.00,866.00,19.02,175.00,0.76,7.00,9.00,1.41,13.00,69.20,0.14,1.30,0.11,1.00,2.07,19.00,1.30,12.00,5.98,55.00,1.74,12.00,7.00
Marcelo\Marcelo,br BRA,DF,Real Madrid,es La Liga,31.00,14.40,65.69,946.00,1212.00,32.08,462.00,3.13,45.00,10.00,0.90,13.00,76.90,0.15,2.10,0.07,1.00,3.75,54.00,1.81,26.00,5.56,80.00,3.47,41.00,13.00
Marcelo\Marcelo,br BRA,DF,Lyon,fr Ligue 1,32.00,16.70,54.97,918.00,1333.00,2.10,35.00,1.02,17.00,0.00,0.06,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,1.00,4.37,73.00,0.48,0.00,0.00
Solly March\Solly-March,eng ENG,DFFW,Brighton,eng Premier League,25.00,12.70,46.06,585.00,759.00,28.58,363.00,3.70,47.00,18.00,2.36,30.00,60.00,0.06,0.70,0.00,0.00,2.13,27.00,1.02,13.00,1.42,18.00,2.52,20.00,7.00
Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Sassuolo,it Serie A,27.00,21.10,61.14,1290.00,1610.00,2.61,55.00,1.00,21.00,4.00,0.19,4.00,100.00,0.04,0.90,0.09,2.00,0.24,5.00,0.28,6.00,4.08,86.00,1.09,4.00,1.00
Óscar de Marcos\Oscar-de-Marcos,es ESP,DFFW,Athletic Club,es La Liga,30.00,6.00,36.17,217.00,275.00,16.50,99.00,0.50,3.00,2.00,0.67,4.00,50.00,0.17,1.00,0.33,2.00,1.67,10.00,1.50,9.00,2.50,15.00,1.83,6.00,4.00
Dario Maresic\Dario-Maresic,at AUT,DF,Reims,fr Ligue 1,19.00,1.00,55.00,55.00,73.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,5.00,5.00,2.00,1.00,0.00
Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,eng Premier League,25.00,1.30,63.08,82.00,111.00,0.77,1.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.08,4.00,0.00,0.00,0.00
José María Giménez\Jose-Maria-Gimenez,uy URU,DF,Atlético Madrid,es La Liga,24.00,19.50,32.56,635.00,1040.00,1.23,24.00,0.77,15.00,1.00,0.05,1.00,100.00,0.00,0.00,0.05,1.00,0.05,1.00,0.00,0.00,2.00,39.00,0.46,1.00,0.00
Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,eng Premier League,32.00,16.80,20.60,346.00,762.00,7.20,121.00,0.30,5.00,1.00,0.18,3.00,33.30,0.02,0.40,0.06,1.00,0.36,6.00,0.24,4.00,1.90,32.00,0.59,3.00,3.00
Adrián Marín\Adrian-Marin,es ESP,DF,Alavés,es La Liga,22.00,9.50,23.58,224.00,466.00,10.42,99.00,0.74,7.00,8.00,2.32,22.00,36.40,0.03,0.30,0.00,0.00,0.95,9.00,0.53,5.00,2.53,24.00,1.16,7.00,2.00
Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Alavés,es La Liga,25.00,1.00,5.00,5.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Guillermo Maripán\Guillermo-Maripan,cl CHI,DF,Monaco,fr Ligue 1,25.00,19.50,44.72,872.00,1262.00,2.67,52.00,0.92,18.00,3.00,0.31,6.00,50.00,0.01,0.10,0.00,0.00,0.26,5.00,0.05,1.00,3.23,63.00,0.46,3.00,2.00
Marlon\Marlon,br BRA,DF,Sassuolo,it Serie A,23.00,20.20,62.92,1271.00,1640.00,1.63,33.00,0.25,5.00,7.00,0.35,7.00,100.00,0.03,0.70,0.15,3.00,0.20,4.00,0.40,8.00,3.96,80.00,0.79,4.00,0.00
Bruno Martella\Bruno-Martella,it ITA,DFMF,Brescia,it Serie A,26.00,14.10,32.27,455.00,719.00,13.97,197.00,0.64,9.00,12.00,1.77,25.00,48.00,0.09,1.20,0.07,1.00,2.41,34.00,1.06,15.00,2.20,31.00,2.06,22.00,12.00
Aarón Martín\Aaron-Martin,es ESP,DF,Mainz 05,de Bundesliga,22.00,19.90,30.65,610.00,1081.00,18.84,375.00,0.65,13.00,24.00,2.01,40.00,60.00,0.17,3.40,0.05,1.00,1.51,30.00,1.56,31.00,1.96,39.00,2.51,18.00,12.00
Álex Martínez\Alex-Martinez,es ESP,DF,Granada,es La Liga,28.00,0.20,25.00,5.00,10.00,35.00,7.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
Iñigo Martínez\Inigo-Martinez,es ESP,DF,Athletic Club,es La Liga,28.00,33.00,33.00,1089.00,1904.00,3.36,111.00,0.94,31.00,8.00,0.33,11.00,72.70,0.03,0.90,0.06,2.00,0.42,14.00,0.21,7.00,3.48,115.00,0.70,11.00,3.00
Javi Martínez\Javi-Martinez,es ESP,DFMF,Bayern Munich,de Bundesliga,30.00,7.50,65.47,491.00,675.00,3.33,25.00,0.40,3.00,3.00,0.53,4.00,75.00,0.00,0.00,0.13,1.00,0.80,6.00,0.13,1.00,5.47,41.00,1.20,6.00,0.00
Pablo Martinez\Pablo-Martinez,fr FRA,DF,Nîmes,fr Ligue 1,30.00,26.00,29.04,755.00,1340.00,1.69,44.00,0.62,16.00,6.00,0.27,7.00,85.70,0.02,0.50,0.00,0.00,0.08,2.00,0.15,4.00,2.77,72.00,0.50,2.00,0.00
Gelson Martins\Gelson-Martins,pt POR,DFFW,Monaco,fr Ligue 1,24.00,18.60,48.28,898.00,1018.00,24.84,462.00,4.46,83.00,61.00,5.59,104.00,58.70,0.22,4.10,0.05,1.00,1.51,28.00,1.51,28.00,1.51,28.00,3.23,20.00,8.00
