Player,Nation,Pos,Squad,Comp,Age,90s,PassesReceivedp90,PassesReceived,Touches,TouchesAttacking3rdp90,TouchesAttacking3rd,TouchesAttackingPenp90,TouchesAttackingPen,SuccDribbles,Attdribblesp90,AttDribbles,SuccDribblesPerc,xAp90,xA,TBp90,TB,Succ Deliveries to boxp90,Succ Deliveries to box,KPp90,KP,PassingFinal3rdp90,PassingFinal3rd,SCAp90,PPA,CrsPA
Ezequiel Garay\Ezequiel-Garay,ar ARG,DF,Valencia,es La Liga,32.00,16.00,45.00,720.00,997.00,2.25,36.00,0.75,12.00,0.00,0.00,0.00,,0.01,0.10,0.00,0.00,0.06,1.00,0.13,2.00,2.44,39.00,0.25,1.00,0.00
David García\David-Garcia,es ESP,DF,Osasuna,es La Liga,25.00,31.00,23.23,720.00,1540.00,1.48,46.00,0.87,27.00,2.00,0.10,3.00,66.70,0.01,0.30,0.13,4.00,0.19,6.00,0.19,6.00,2.55,79.00,0.52,6.00,0.00
Eric García\Eric-Garcia,es ESP,DF,Manchester City,eng Premier League,18.00,8.80,73.30,645.00,785.00,2.05,18.00,0.34,3.00,7.00,0.80,7.00,100.00,0.02,0.20,0.00,0.00,0.23,2.00,0.23,2.00,4.77,42.00,0.34,1.00,1.00
Raúl García\Raul-Garcia,es ESP,DFMF,Valladolid,es La Liga,30.00,11.20,27.86,312.00,588.00,13.30,149.00,0.71,8.00,3.00,0.71,8.00,37.50,0.03,0.30,0.00,0.00,1.07,12.00,0.71,8.00,2.14,24.00,1.42,8.00,4.00
Raúl García\Raul-Garcia,es ESP,DF,Getafe,es La Liga,30.00,2.70,31.11,84.00,174.00,21.48,58.00,0.00,0.00,4.00,1.85,5.00,80.00,0.07,0.20,0.00,0.00,5.19,14.00,1.48,4.00,2.59,7.00,1.85,8.00,6.00
Unai García\Unai-Garcia,es ESP,DF,Osasuna,es La Liga,27.00,6.00,19.50,117.00,281.00,4.17,25.00,0.67,4.00,3.00,0.67,4.00,75.00,0.02,0.10,0.00,0.00,0.00,0.00,0.17,1.00,1.83,11.00,0.34,0.00,0.00
Mario Gaspar\Mario-Gaspar,es ESP,DF,Villarreal,es La Liga,28.00,21.80,38.17,832.00,1325.00,13.72,299.00,1.79,39.00,3.00,0.46,10.00,30.00,0.08,1.80,0.09,2.00,1.01,22.00,0.87,19.00,2.71,59.00,1.42,15.00,7.00
Daniele Gastaldello\Daniele-Gastaldello,it ITA,DF,Brescia,it Serie A,36.00,4.30,23.26,100.00,202.00,1.40,6.00,0.70,3.00,1.00,0.23,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.47,2.00,0.23,0.00,0.00
Theodor Gebre Selassie\Theodor-Gebre-Selassie,cz CZE,DF,Werder Bremen,de Bundesliga,32.00,27.00,40.22,1086.00,1631.00,12.63,341.00,1.63,44.00,7.00,0.70,19.00,36.80,0.05,1.40,0.00,0.00,1.15,31.00,0.67,18.00,2.59,70.00,1.15,22.00,9.00
Jérémy Gélin\Jeremy-Gelin,fr FRA,DFMF,Rennes,fr Ligue 1,22.00,10.30,42.52,438.00,632.00,1.94,20.00,0.58,6.00,1.00,0.10,1.00,100.00,0.00,0.00,0.19,2.00,0.00,0.00,0.19,2.00,3.40,35.00,0.39,0.00,0.00
Paolo Ghiglione\Paolo-Ghiglione,it ITA,DF,Genoa,it Serie A,22.00,19.10,42.83,818.00,1128.00,20.00,382.00,1.52,29.00,25.00,2.72,52.00,48.10,0.10,2.00,0.00,0.00,3.04,58.00,1.15,22.00,2.67,51.00,1.89,34.00,24.00
Faouzi Ghoulam\Faouzi-Ghoulam,dz ALG,DF,Napoli,it Serie A,28.00,4.20,58.81,247.00,340.00,30.95,130.00,0.71,3.00,5.00,1.19,5.00,100.00,0.24,1.00,0.00,0.00,1.90,8.00,1.90,8.00,3.10,13.00,3.35,5.00,3.00
Niko Gießelmann\Niko-Giesselmann,de GER,DF,Düsseldorf,de Bundesliga,27.00,22.90,35.37,810.00,1379.00,14.24,326.00,0.57,13.00,8.00,0.66,15.00,53.30,0.07,1.70,0.04,1.00,1.79,41.00,1.09,25.00,2.79,64.00,1.58,28.00,13.00
José Antonio Martínez Gil\Jose-Antonio-Martinez-Gil,es ESP,DF,Granada,es La Liga,26.00,13.20,24.02,317.00,622.00,2.12,28.00,0.83,11.00,3.00,0.23,3.00,100.00,0.00,0.00,0.00,0.00,0.15,2.00,0.00,0.00,1.89,25.00,0.38,2.00,0.00
Matthias Ginter\Matthias-Ginter,de GER,DF,M'gladbach,de Bundesliga,25.00,30.90,58.83,1818.00,2445.00,2.78,86.00,1.04,32.00,6.00,0.26,8.00,75.00,0.04,1.20,0.16,5.00,0.32,10.00,0.19,6.00,3.92,121.00,0.74,10.00,0.00
Andrei Girotto\Andrei-Girotto,br BRA,DF,Nantes,fr Ligue 1,27.00,24.20,37.52,908.00,1517.00,2.64,64.00,0.91,22.00,4.00,0.29,7.00,57.10,0.02,0.50,0.00,0.00,0.25,6.00,0.12,3.00,1.86,45.00,0.50,4.00,2.00
Kamil Glik\Kamil-Glik,pl POL,DF,Monaco,fr Ligue 1,31.00,23.00,39.78,915.00,1352.00,1.13,26.00,0.83,19.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.04,1.00,0.04,1.00,0.87,20.00,0.30,1.00,0.00
Joris Gnagnon\Joris-Gnagnon,fr FRA,DF,Rennes,fr Ligue 1,22.00,14.20,36.69,521.00,786.00,2.46,35.00,1.20,17.00,1.00,0.14,2.00,50.00,0.05,0.70,0.00,0.00,0.07,1.00,0.21,3.00,1.69,24.00,0.35,1.00,0.00
Ben Godfrey\Ben-Godfrey,eng ENG,DF,Norwich City,eng Premier League,21.00,29.40,45.03,1324.00,1907.00,2.31,68.00,0.37,11.00,7.00,0.48,14.00,50.00,0.00,0.10,0.03,1.00,0.07,2.00,0.10,3.00,2.59,76.00,0.37,2.00,0.00
Diego Godín\Diego-Godin,uy URU,DF,Inter,it Serie A,33.00,18.10,50.50,914.00,1286.00,6.24,113.00,0.77,14.00,12.00,0.72,13.00,92.30,0.05,0.90,0.17,3.00,0.77,14.00,0.55,10.00,5.19,94.00,1.33,11.00,3.00
Edoardo Goldaniga\Edoardo-Goldaniga,it ITA,DF,Genoa,it Serie A,25.00,8.70,36.44,317.00,510.00,4.83,42.00,0.80,7.00,1.00,0.11,1.00,100.00,0.02,0.20,0.00,0.00,1.26,11.00,0.46,4.00,4.48,39.00,1.03,8.00,3.00
Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,eng Premier League,22.00,22.30,70.76,1578.00,2141.00,3.00,67.00,0.18,4.00,11.00,0.72,16.00,68.80,0.01,0.20,0.04,1.00,0.58,13.00,0.22,5.00,5.83,130.00,0.72,11.00,2.00
Sergi Gómez\Sergi-Gomez,es ESP,DF,Sevilla,es La Liga,27.00,8.00,51.38,411.00,557.00,1.38,11.00,0.38,3.00,1.00,0.13,1.00,100.00,0.01,0.10,0.00,0.00,0.00,0.00,0.25,2.00,2.00,16.00,0.63,0.00,0.00
Mathieu Goncalves\Mathieu-Goncalves,fr FRA,DF,Toulouse,fr Ligue 1,18.00,3.50,30.57,107.00,169.00,0.29,1.00,0.00,0.00,1.00,0.29,1.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.14,4.00,0.57,0.00,0.00
Álvaro González\Alvaro-Gonzalez,es ESP,DF,Marseille,fr Ligue 1,29.00,18.10,39.94,723.00,1013.00,1.55,28.00,0.83,15.00,1.00,0.11,2.00,50.00,0.03,0.50,0.06,1.00,0.11,2.00,0.17,3.00,2.27,41.00,0.66,2.00,0.00
Bruno González\Bruno-Gonzalez,es ESP,DF,Getafe,es La Liga,29.00,2.00,20.50,41.00,75.00,2.50,5.00,0.50,1.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.50,1.00,4.00,8.00,0.50,0.00,0.00
Bruno González\Bruno-Gonzalez,es ESP,DF,Levante,es La Liga,29.00,5.10,29.41,150.00,261.00,1.37,7.00,0.39,2.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.57,8.00,0.59,0.00,0.00
Andoni Gorosabel\Andoni-Gorosabel,es ESP,DF,Real Sociedad,es La Liga,22.00,7.90,42.66,337.00,543.00,22.03,174.00,2.28,18.00,5.00,1.01,8.00,62.50,0.05,0.40,0.00,0.00,1.27,10.00,0.63,5.00,3.29,26.00,1.64,7.00,3.00
Robin Gosens\Robin-Gosens,de GER,DF,Atalanta,it Serie A,25.00,29.10,47.84,1392.00,1839.00,23.88,695.00,4.16,121.00,16.00,1.58,46.00,34.80,0.12,3.40,0.03,1.00,2.13,62.00,1.24,36.00,2.68,78.00,2.30,47.00,15.00
Prince-Désir Gouano\Prince-Desir-Gouano,fr FRA,DF,Amiens,fr Ligue 1,25.00,3.00,26.00,78.00,124.00,0.33,1.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,4.00,0.00,0.00,0.00
Jeffrey Gouweleeuw\Jeffrey-Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,28.00,18.30,27.98,512.00,952.00,1.15,21.00,0.22,4.00,5.00,0.38,7.00,71.40,0.02,0.30,0.27,5.00,0.27,5.00,0.22,4.00,1.91,35.00,0.49,5.00,0.00
Christian Groß\Christian-Gross,de GER,DFMF,Werder Bremen,de Bundesliga,30.00,9.70,40.52,393.00,595.00,3.61,35.00,0.31,3.00,8.00,1.03,10.00,80.00,0.01,0.10,0.00,0.00,0.21,2.00,0.21,2.00,2.89,28.00,0.93,1.00,1.00
Raphaël Guerreiro\Raphael-Guerreiro,pt POR,DF,Dortmund,de Bundesliga,25.00,25.90,72.74,1884.00,2417.00,25.75,667.00,2.05,53.00,50.00,2.97,77.00,64.90,0.12,3.00,0.04,1.00,1.97,51.00,1.31,34.00,4.56,118.00,2.51,38.00,13.00
Adrián Guerrero\Adrian-Guerrero,es ESP,DF,Valencia,es La Liga,21.00,1.40,49.29,69.00,92.00,16.43,23.00,0.71,1.00,2.00,2.86,4.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.86,4.00,1.43,0.00,0.00
Frederic Guilbert\Frederic-Guilbert,fr FRA,DF,Aston Villa,eng Premier League,24.00,22.70,31.72,720.00,1359.00,17.22,391.00,0.53,12.00,24.00,1.81,41.00,58.50,0.06,1.40,0.04,1.00,1.72,39.00,0.62,14.00,2.95,67.00,1.41,24.00,15.00
Hugo Guillamón\Hugo-Guillamon,es ESP,DF,Valencia,es La Liga,19.00,5.50,50.18,276.00,379.00,0.91,5.00,0.00,0.00,1.00,0.55,3.00,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.18,12.00,0.18,0.00,0.00
Manuel Gulde\Manuel-Gulde,de GER,DF,Freiburg,de Bundesliga,28.00,15.20,43.62,663.00,1015.00,4.93,75.00,1.05,16.00,7.00,0.53,8.00,87.50,0.01,0.20,0.13,2.00,0.72,11.00,0.33,5.00,3.82,58.00,1.12,9.00,2.00
Christian Günter\Christian-Gunter,de GER,DF,Freiburg,de Bundesliga,26.00,33.70,37.45,1262.00,1934.00,24.54,827.00,1.87,63.00,19.00,1.39,47.00,40.40,0.21,7.20,0.03,1.00,3.15,106.00,2.37,80.00,1.84,62.00,3.54,62.00,44.00
Koray Günter\Koray-Gunter,de GER,DF,Hellas Verona,it Serie A,24.00,30.40,31.74,965.00,1692.00,1.38,42.00,0.46,14.00,10.00,0.36,11.00,90.90,0.01,0.20,0.03,1.00,0.16,5.00,0.03,1.00,2.07,63.00,0.16,4.00,1.00
Alexander Hack\Alexander-Hack,de GER,DF,Mainz 05,de Bundesliga,25.00,8.90,34.83,310.00,591.00,2.81,25.00,0.67,6.00,4.00,0.67,6.00,66.70,0.02,0.20,0.22,2.00,0.34,3.00,0.45,4.00,3.82,34.00,1.12,3.00,0.00
Achraf Hakimi\Achraf-Hakimi,ma MAR,DFFW,Dortmund,de Bundesliga,20.00,30.20,77.52,2341.00,2826.00,33.28,1005.00,3.71,112.00,66.00,3.87,117.00,56.40,0.15,4.40,0.20,6.00,1.85,56.00,1.16,35.00,3.71,112.00,2.69,43.00,13.00
Marcel Halstenberg\Marcel-Halstenberg,de GER,DF,RB Leipzig,de Bundesliga,27.00,28.00,52.50,1470.00,2195.00,14.36,402.00,1.93,54.00,24.00,1.21,34.00,70.60,0.10,2.80,0.04,1.00,0.86,24.00,1.25,35.00,4.46,125.00,2.21,18.00,6.00
Grant Hanley\Grant-Hanley,sco SCO,DF,Norwich City,eng Premier League,27.00,14.00,36.86,516.00,831.00,1.07,15.00,0.71,10.00,2.00,0.21,3.00,66.70,0.00,0.00,0.00,0.00,0.00,0.00,0.07,1.00,1.43,20.00,0.14,0.00,0.00
Makoto Hasebe\Makoto-Hasebe,jp JPN,DFMF,Eint Frankfurt,de Bundesliga,35.00,21.90,45.02,986.00,1565.00,2.74,60.00,0.05,1.00,4.00,0.18,4.00,100.00,0.04,0.80,0.09,2.00,0.18,4.00,0.50,11.00,4.84,106.00,1.05,4.00,0.00
Hans Hateboer\Hans-Hateboer,nl NED,DF,Atalanta,it Serie A,25.00,26.20,51.30,1344.00,1677.00,26.34,690.00,3.02,79.00,10.00,0.95,25.00,40.00,0.14,3.60,0.00,0.00,1.98,52.00,1.64,43.00,1.98,52.00,3.48,30.00,22.00
Kortney Hause\Kortney-Hause,eng ENG,DF,Aston Villa,eng Premier League,24.00,17.20,31.92,549.00,1024.00,2.67,46.00,1.57,27.00,11.00,0.81,14.00,78.60,0.01,0.20,0.00,0.00,0.06,1.00,0.06,1.00,2.44,42.00,0.47,1.00,0.00
Dominique Heintz\Dominique-Heintz,de GER,DF,Freiburg,de Bundesliga,25.00,27.00,38.07,1028.00,1597.00,2.33,63.00,0.19,5.00,18.00,0.81,22.00,81.80,0.01,0.20,0.04,1.00,0.52,14.00,0.15,4.00,4.48,121.00,0.69,10.00,4.00
Benjamin Henrichs\Benjamin-Henrichs,de GER,DFMF,Monaco,fr Ligue 1,22.00,9.90,44.04,436.00,647.00,14.85,147.00,1.31,13.00,8.00,1.92,19.00,42.10,0.08,0.80,0.20,2.00,0.91,9.00,0.61,6.00,3.03,30.00,1.31,7.00,2.00
Dalbert Henrique\Dalbert-Henrique,br BRA,DF,Fiorentina,it Serie A,25.00,27.60,38.22,1055.00,1591.00,20.94,578.00,1.20,33.00,18.00,1.41,39.00,46.20,0.13,3.70,0.04,1.00,2.43,67.00,1.34,37.00,2.75,76.00,2.28,41.00,26.00
Christophe Hérelle\Christophe-Herelle,mq MTQ,DF,Nice,fr Ligue 1,26.00,12.30,62.60,770.00,985.00,6.42,79.00,0.57,7.00,4.00,0.89,11.00,36.40,0.02,0.30,0.16,2.00,0.24,3.00,0.24,3.00,5.45,67.00,0.65,3.00,0.00
Mario Hermoso\Mario-Hermoso,es ESP,DF,Atlético Madrid,es La Liga,24.00,13.50,35.85,484.00,763.00,1.70,23.00,0.67,9.00,3.00,0.22,3.00,100.00,0.01,0.10,0.00,0.00,0.07,1.00,0.15,2.00,2.59,35.00,0.52,1.00,0.00
Aridane Hernández\Aridane-Hernandez,gq EQG,DF,Osasuna,es La Liga,30.00,29.00,19.45,564.00,1286.00,1.03,30.00,0.76,22.00,3.00,0.14,4.00,75.00,0.01,0.20,0.00,0.00,0.17,5.00,0.14,4.00,1.17,34.00,0.31,4.00,1.00
Lucas Hernández\Lucas-Hernandez,fr FRA,DF,Bayern Munich,de Bundesliga,23.00,10.20,68.92,703.00,925.00,10.59,108.00,1.27,13.00,10.00,1.08,11.00,90.90,0.11,1.10,0.00,0.00,0.29,3.00,0.39,4.00,4.41,45.00,0.68,3.00,0.00
Theo Hernández\Theo-Hernandez,fr FRA,DF,Milan,it Serie A,21.00,31.30,54.82,1716.00,2402.00,24.06,753.00,3.04,95.00,59.00,2.97,93.00,63.40,0.15,4.80,0.03,1.00,1.73,54.00,1.28,40.00,3.39,106.00,2.88,40.00,14.00
Vitorino Hilton\Vitorino-Hilton,br BRA,DF,Montpellier,fr Ligue 1,41.00,27.90,35.27,984.00,1667.00,1.72,48.00,0.90,25.00,5.00,0.25,7.00,71.40,0.04,1.00,0.11,3.00,0.25,7.00,0.39,11.00,3.44,96.00,0.90,7.00,0.00
Martin Hinteregger\Martin-Hinteregger,at AUT,DF,Eint Frankfurt,de Bundesliga,26.00,30.20,39.64,1197.00,2040.00,6.19,187.00,1.82,55.00,10.00,0.73,22.00,45.50,0.02,0.60,0.00,0.00,0.36,11.00,0.23,7.00,3.44,104.00,0.96,9.00,2.00
André Hoffmann\Andre-Hoffmann,de GER,DF,Düsseldorf,de Bundesliga,26.00,27.00,38.26,1033.00,1596.00,1.33,36.00,0.70,19.00,4.00,0.15,4.00,100.00,0.02,0.50,0.07,2.00,0.04,1.00,0.11,3.00,1.33,36.00,0.30,1.00,0.00
Rob Holding\Rob-Holding,eng ENG,DF,Arsenal,eng Premier League,23.00,6.50,46.46,302.00,421.00,2.15,14.00,1.08,7.00,2.00,0.92,6.00,33.30,0.00,0.00,0.15,1.00,0.31,2.00,0.00,0.00,2.00,13.00,0.31,2.00,0.00
José Holebas\Jose-Holebas,gr GRE,DF,Watford,eng Premier League,35.00,11.40,33.95,387.00,720.00,19.21,219.00,0.88,10.00,6.00,1.23,14.00,42.90,0.06,0.70,0.00,0.00,1.14,13.00,0.88,10.00,3.77,43.00,1.58,8.00,5.00
Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,eng Premier League,22.00,22.80,33.95,774.00,1268.00,2.02,46.00,0.61,14.00,10.00,0.53,12.00,83.30,0.02,0.40,0.04,1.00,0.18,4.00,0.09,2.00,2.06,47.00,0.74,4.00,0.00
Josué Homawoo\Josue-Homawoo,fr FRA,DF,Nantes,fr Ligue 1,21.00,0.50,24.00,12.00,39.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00
Luca Horn\Luca-Horn,de GER,DF,Wolfsburg,de Bundesliga,20.00,0.10,60.00,6.00,8.00,20.00,2.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00,0.00,0.00,0.00
Benjamin Hübner\Benjamin-Hubner,de GER,DF,Hoffenheim,de Bundesliga,30.00,23.00,61.04,1404.00,1847.00,4.43,102.00,1.35,31.00,5.00,0.39,9.00,55.60,0.07,1.60,0.22,5.00,0.65,15.00,0.35,8.00,4.96,114.00,0.83,14.00,1.00
Florian Hübner\Florian-Hubner,de GER,DF,Union Berlin,de Bundesliga,28.00,9.40,19.47,183.00,386.00,2.02,19.00,1.49,14.00,1.00,0.11,1.00,100.00,0.04,0.40,0.11,1.00,0.00,0.00,0.53,5.00,1.28,12.00,0.53,0.00,0.00
Mats Hummels\Mats-Hummels,de GER,DF,Dortmund,de Bundesliga,30.00,28.70,63.34,1818.00,2588.00,2.89,83.00,1.01,29.00,8.00,0.35,10.00,80.00,0.07,1.90,0.17,5.00,0.45,13.00,0.31,9.00,4.53,130.00,0.77,12.00,1.00
Uwe Hünemeier\Uwe-Hunemeier,de GER,DF,Paderborn 07,de Bundesliga,33.00,13.40,47.91,642.00,966.00,2.99,40.00,0.97,13.00,2.00,0.15,2.00,100.00,0.01,0.20,0.00,0.00,0.07,1.00,0.52,7.00,4.40,59.00,0.97,1.00,0.00
Elseid Hysaj\Elseid-Hysaj,al ALB,DF,Napoli,it Serie A,25.00,16.50,62.91,1038.00,1426.00,20.79,343.00,0.85,14.00,16.00,1.45,24.00,66.70,0.08,1.40,0.00,0.00,1.58,26.00,1.21,20.00,5.09,84.00,2.19,19.00,7.00
Simone Iacoponi\Simone-Iacoponi,it ITA,DF,Parma,it Serie A,32.00,33.90,31.92,1082.00,1702.00,1.42,48.00,0.62,21.00,7.00,0.32,11.00,63.60,0.01,0.30,0.03,1.00,0.03,1.00,0.09,3.00,1.83,62.00,0.38,1.00,0.00
Iago\Iago,br BRA,DFMF,Augsburg,de Bundesliga,22.00,7.50,25.20,189.00,392.00,11.20,84.00,0.53,4.00,2.00,0.67,5.00,40.00,0.01,0.10,0.00,0.00,0.40,3.00,0.40,3.00,1.33,10.00,0.67,2.00,1.00
Roger Ibanez\Roger-Ibanez,br BRA,DF,Roma,it Serie A,20.00,6.80,39.41,268.00,402.00,2.50,17.00,0.88,6.00,3.00,0.74,5.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,2.00,2.94,20.00,0.44,0.00,0.00
Jordon Ibe\Jordon-Ibe,eng ENG,DF,Bournemouth,eng Premier League,23.00,0.60,30.00,18.00,31.00,13.33,8.00,1.67,1.00,1.00,5.00,3.00,33.30,0.00,0.00,0.00,0.00,1.67,1.00,0.00,0.00,3.33,2.00,0.00,1.00,0.00
Igor\Igor,br BRA,DF,SPAL,it Serie A,21.00,14.90,34.77,518.00,826.00,6.78,101.00,0.54,8.00,13.00,1.01,15.00,86.70,0.06,0.90,0.07,1.00,0.27,4.00,0.47,7.00,3.09,46.00,1.21,4.00,0.00
Igor\Igor,br BRA,DF,Fiorentina,it Serie A,21.00,6.80,38.97,265.00,400.00,7.06,48.00,0.59,4.00,3.00,0.59,4.00,75.00,0.00,0.00,0.00,0.00,0.59,4.00,0.15,1.00,3.24,22.00,0.44,3.00,1.00
Stefan Ilsanker\Stefan-Ilsanker,at AUT,DF,RB Leipzig,de Bundesliga,30.00,4.60,66.74,307.00,420.00,3.04,14.00,1.96,9.00,1.00,0.43,2.00,50.00,0.02,0.10,0.00,0.00,0.87,4.00,0.22,1.00,5.43,25.00,0.65,4.00,0.00
Stefan Ilsanker\Stefan-Ilsanker,at AUT,DFMF,Eint Frankfurt,de Bundesliga,30.00,9.30,44.73,416.00,640.00,6.99,65.00,1.29,12.00,2.00,0.32,3.00,66.70,0.09,0.80,0.22,2.00,0.43,4.00,0.65,6.00,3.23,30.00,0.97,3.00,1.00
Nicolas Isimat-Mirin\Nicolas-Isimat-Mirin,fr FRA,DF,Toulouse,fr Ligue 1,27.00,14.00,27.50,385.00,677.00,1.29,18.00,0.71,10.00,1.00,0.07,1.00,100.00,0.01,0.10,0.00,0.00,0.36,5.00,0.14,2.00,1.00,14.00,0.14,4.00,1.00
Jakub Iskra\Jakub-Iskra,pl POL,DF,SPAL,it Serie A,16.00,0.90,47.78,43.00,57.00,17.78,16.00,1.11,1.00,2.00,2.22,2.00,100.00,0.00,0.00,0.00,0.00,2.22,2.00,0.00,0.00,3.33,3.00,1.15,1.00,1.00
Gian-Luca Itter\Gian-Luca-Itter,de GER,DFMF,Freiburg,de Bundesliga,20.00,0.40,55.00,22.00,29.00,20.00,8.00,0.00,0.00,2.00,5.00,2.00,100.00,0.00,0.00,0.00,0.00,10.00,4.00,0.00,0.00,5.00,2.00,0.00,2.00,2.00
Armando Izzo\Armando-Izzo,it ITA,DF,Torino,it Serie A,27.00,29.80,35.50,1058.00,1732.00,6.71,200.00,1.28,38.00,11.00,0.47,14.00,78.60,0.03,1.00,0.00,0.00,0.81,24.00,0.50,15.00,2.45,73.00,1.07,17.00,7.00
Jacobo\Jacobo,es ESP,DF,Celta Vigo,es La Liga,22.00,0.90,33.33,30.00,49.00,15.56,14.00,3.33,3.00,0.00,1.11,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.22,2.00,0.00,0.00,0.00
Phil Jagielka\Phil-Jagielka,eng ENG,DF,Sheffield Utd,eng Premier League,36.00,2.70,16.67,45.00,117.00,1.11,3.00,0.37,1.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.74,2.00,0.00,0.00,0.74,2.00,0.00,1.00,1.00
Christophe Jallet\Christophe-Jallet,fr FRA,DF,Amiens,fr Ligue 1,35.00,9.50,38.95,370.00,662.00,17.89,170.00,0.53,5.00,6.00,0.84,8.00,75.00,0.07,0.70,0.00,0.00,2.32,22.00,1.16,11.00,3.89,37.00,1.26,14.00,8.00
Reece James\Reece-James,eng ENG,DF,Chelsea,eng Premier League,19.00,16.80,62.14,1044.00,1482.00,29.88,502.00,1.37,23.00,28.00,2.26,38.00,73.70,0.20,3.40,0.18,3.00,2.62,44.00,1.43,24.00,3.45,58.00,2.85,31.00,13.00
Daryl Janmaat\Daryl-Janmaat,nl NED,DF,Watford,eng Premier League,30.00,6.70,41.19,276.00,409.00,21.79,146.00,1.19,8.00,9.00,1.79,12.00,75.00,0.06,0.40,0.00,0.00,2.24,15.00,1.04,7.00,3.43,23.00,2.08,10.00,5.00
Laurent Jans\Laurent-Jans,lu LUX,DF,Paderborn 07,de Bundesliga,26.00,17.50,29.77,521.00,1034.00,11.43,200.00,0.46,8.00,9.00,0.74,13.00,69.20,0.05,0.80,0.06,1.00,0.97,17.00,0.57,10.00,2.63,46.00,1.15,11.00,6.00
Tony Jantschke\Tony-Jantschke,de GER,DF,M'gladbach,de Bundesliga,29.00,11.20,45.98,515.00,802.00,4.55,51.00,0.80,9.00,1.00,0.09,1.00,100.00,0.08,0.90,0.18,2.00,0.80,9.00,0.71,8.00,3.66,41.00,1.07,7.00,2.00
Dennis Jastrzembski\Dennis-Jastrzembski,de GER,DFMF,Paderborn 07,de Bundesliga,19.00,2.00,35.00,70.00,81.00,15.50,31.00,1.50,3.00,1.00,1.50,3.00,33.30,0.10,0.20,0.00,0.00,1.50,3.00,1.00,2.00,0.50,1.00,1.53,2.00,1.00
Corentin Jean\Corentin-Jean,fr FRA,DF,Toulouse,fr Ligue 1,24.00,0.10,80.00,8.00,12.00,60.00,6.00,0.00,0.00,0.00,10.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tin Jedvaj\Tin-Jedvaj,hr CRO,DF,Augsburg,de Bundesliga,23.00,29.30,25.46,746.00,1472.00,4.10,120.00,0.58,17.00,6.00,0.34,10.00,60.00,0.01,0.20,0.14,4.00,0.20,6.00,0.20,6.00,1.64,48.00,0.55,5.00,1.00
Jemerson\Jemerson,br BRA,DFMF,Monaco,fr Ligue 1,26.00,11.70,42.99,503.00,736.00,5.38,63.00,0.17,2.00,1.00,0.09,1.00,100.00,0.01,0.10,0.00,0.00,0.26,3.00,0.17,2.00,3.59,42.00,0.43,2.00,1.00
Juan Jesus\Juan-Jesus,br BRA,DF,Roma,it Serie A,28.00,1.50,36.67,55.00,85.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,1.00,0.00,0.00,0.00
Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,eng Premier League,19.00,3.00,36.33,109.00,196.00,14.33,43.00,0.00,0.00,1.00,0.33,1.00,100.00,0.07,0.20,0.00,0.00,2.33,7.00,0.67,2.00,4.67,14.00,1.67,4.00,3.00
Phil Jones\Phil-Jones,eng ENG,DF,Manchester Utd,eng Premier League,27.00,1.50,45.33,68.00,116.00,6.00,9.00,1.33,2.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,6.00,0.00,0.00,0.00
Jony\Jony,es ESP,DF,Lazio,it Serie A,28.00,13.10,40.31,528.00,768.00,27.79,364.00,1.53,20.00,11.00,1.68,22.00,50.00,0.08,1.10,0.00,0.00,3.44,45.00,1.30,17.00,1.45,19.00,2.22,26.00,19.00
