Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,xAp90,xA,Progpassesp90,Prog,SuccPassperc,KP90,KP,Targ,PassesReceivedp90,Final3rd,PassesFinal3rdp90,SCA,SCA90,PrgDistp90,PrgDist,npxGSh,Att,Attdribblesp90,SuccDribblesPerc,xG
1349,Jack Lahne\Jack-Lahne,se SWE,FW,Amiens,fr Ligue 1,17,2001,0.1,0,0,0,0,100,0,0,7,70,0,0,0,0,80,8,0.45,0,0,,0.4
1350,Konrad Laimer\Konrad-Laimer,at AUT,MF,RB Leipzig,de Bundesliga,22,1997,23.5,0.11,2.7,5.7,134,82.4,0.6,14,1143,48.64,104,4.43,50,2.13,137.57,3233,0.09,51,2.17,68.6,0.9
1351,Stefan Lainer\Stefan-Lainer,at AUT,DF,M'gladbach,de Bundesliga,26,1992,30.1,0.12,3.7,7.21,217,70.7,1.36,41,1229,40.83,85,2.82,60,1.99,140.6,4232,0.07,76,2.52,56.6,1.1
1352,Diego Lainez\Diego-Lainez,mx MEX,MFFW,Betis,es La Liga,19,2000,3.9,0,0,3.08,12,74.8,0.51,2,182,46.67,1,0.26,4,1.03,260.77,1017,0.03,26,6.67,65.4,0.2
1353,Kenny Lala\Kenny-Lala,fr FRA,DF,Strasbourg,fr Ligue 1,27,1991,22.7,0.1,2.2,8.59,195,75,1.32,30,1014,44.67,92,4.05,51,2.25,223.52,5074,0.09,66,2.91,65.2,2.9
1354,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,eng Premier League,31,1988,4.2,0.19,0.8,4.29,18,84.8,1.19,5,273,65,23,5.48,9,2.12,124.52,523,0.21,6,1.43,33.3,1
1355,Érik Lamela\Erik-Lamela,ar ARG,MFFW,Tottenham,eng Premier League,27,1992,13.5,0.12,1.6,3.78,51,78.7,1.26,17,701,51.93,27,2,47,3.48,190.3,2569,0.1,45,3.33,68.9,2.7
1356,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Chelsea,eng Premier League,18,2000,0.4,0.25,0.1,5,2,85.7,2.5,1,5,12.5,0,0,1,2.81,140,56,,0,0,,0
1357,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,eng Premier League,18,2000,6.5,0.09,0.6,4.46,29,73.6,0.62,4,196,30.15,11,1.69,10,1.53,145.23,944,0.04,30,4.62,76.7,0.1
1358,Loïck Landre\Loick-Landre,fr FRA,DF,Nîmes,fr Ligue 1,27,1992,10.3,0.01,0.1,1.55,16,78.1,0.19,2,291,28.25,22,2.14,4,0.39,95.73,986,0.18,0,0,,0.9
1359,Michael Lang\Michael-Lang,ch SUI,DF,Werder Bremen,de Bundesliga,28,1991,6,0.1,0.6,8.17,49,81.1,0.5,3,264,44,11,1.83,6,0.99,77.83,467,0.06,3,0.5,66.7,0.3
1360,Sebastian Langkamp\Sebastian-Langkamp,de GER,DF,Werder Bremen,de Bundesliga,31,1988,3.5,0,0,0.86,3,87.9,0,0,148,42.29,8,2.29,1,0.29,104.29,365,0.11,1,0.29,100,0.4
1361,Henri Lansbury\Henri-Lansbury,eng ENG,MF,Aston Villa,eng Premier League,28,1990,2.2,0.05,0.1,2.73,6,74.1,0.91,2,81,36.82,9,4.09,2,0.92,26.36,58,0.06,1,0.45,100,0.1
1362,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,eng Premier League,26,1993,15.3,0.17,2.6,5.82,89,84.5,2.03,31,858,56.08,66,4.31,57,3.72,155.23,2375,0.09,42,2.75,66.7,2
1363,Gianluca Lapadula\Gianluca-Lapadula,it ITA,FW,Lecce,it Serie A,29,1990,19.8,0.11,2.1,0.81,16,77.8,1.16,23,892,45.05,11,0.56,51,2.57,53.03,1050,0.15,35,1.77,62.9,10.6
1364,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,eng Premier League,25,1994,12.2,0.01,0.1,6.64,81,93.4,0.08,1,977,80.08,109,8.93,8,0.66,331.89,4049,0.08,2,0.16,100,0.3
1365,Danilo Larangeira\Danilo-Larangeira,br BRA,DF,Bologna,it Serie A,35,1984,29.3,0.01,0.2,3.04,89,79.1,0.17,5,888,30.31,78,2.66,17,0.58,129.86,3805,0.08,7,0.24,100,0.7
1366,Larra\Larra,es ESP,FWMF,Athletic Club,es La Liga,21,1997,2.8,0.04,0.1,0.71,2,58.4,0.36,1,145,51.79,1,0.36,4,1.44,81.43,228,0.02,7,2.5,42.9,0.1
1367,Gautier Larsonneur\Gautier-Larsonneur,fr FRA,GK,Brest,fr Ligue 1,22,1997,26.6,0,0,0.04,1,71.6,0.04,1,488,18.35,11,0.41,2,0.08,49.17,1308,,3,0.11,100,0
1368,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Udinese,it Serie A,26,1992,28.5,0.08,2.4,1.02,29,69.3,0.7,20,1029,36.11,14,0.49,51,1.79,82.46,2350,0.12,40,1.4,35,9.6
1369,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,25,1993,23.1,0,0.1,0.87,20,82.5,0.09,2,565,24.46,25,1.08,7,0.3,47.66,1101,0.03,12,0.52,66.7,0.3
1370,Paul Lasne\Paul-Lasne,fr FRA,MFFW,Brest,fr Ligue 1,30,1989,13.6,0.11,1.5,4.34,59,82.4,1.1,15,681,50.07,46,3.38,31,2.28,85.44,1162,0.07,8,0.59,87.5,1.1
1371,Toni Lato\Toni-Lato,es ESP,DFMF,Osasuna,es La Liga,21,1997,5.2,0.06,0.3,5,26,65.6,0.77,4,158,30.38,10,1.92,7,1.34,73.46,382,0.08,10,1.92,90,0.3
1372,Danny Latza\Danny-Latza,de GER,MF,Mainz 05,de Bundesliga,29,1989,15.3,0.09,1.4,4.51,69,80.6,1.31,20,533,34.84,42,2.75,32,2.1,97.91,1498,0.06,32,2.09,59.4,1
1373,Vincent Laurini\Vincent-Laurini,fr FRA,DF,Parma,it Serie A,30,1989,9.8,0.11,1.1,7.76,76,80.7,0.92,9,388,39.59,35,3.57,13,1.32,128.88,1263,,11,1.12,81.8,0
1374,Wesley Lautoa\Wesley-Lautoa,nc NCL,MFDF,Dijon,fr Ligue 1,31,1987,20.8,0.01,0.3,2.93,61,87.7,0.34,7,771,37.07,62,2.98,16,0.77,118.32,2461,0.06,17,0.82,76.5,0.7
1375,Diego Laxalt\Diego-Laxalt,uy URU,DFMF,Torino,it Serie A,26,1993,6.6,0.08,0.5,4.39,29,72.1,0.91,6,247,37.42,11,1.67,8,1.21,139.55,921,0.04,12,1.82,25,0.2
1376,Diego Laxalt\Diego-Laxalt,uy URU,DF,Milan,it Serie A,26,1993,1.9,0.05,0.1,10.53,20,79.8,0.53,1,99,52.11,5,2.63,6,3.14,200,380,0.02,2,1.05,50,0
1377,Valentino Lazaro\Valentino-Lazaro,at AUT,DFMF,Newcastle Utd,eng Premier League,23,1996,5.3,0.04,0.2,2.26,12,81.4,1.13,6,190,35.85,8,1.51,8,1.5,88.68,470,0.11,20,3.77,60,0.4
1378,Valentino Lazaro\Valentino-Lazaro,at AUT,DFMF,Inter,it Serie A,23,1996,3.6,0.33,1.2,6.39,23,76,2.5,9,175,48.61,6,1.67,14,3.9,202.5,729,0.04,14,3.89,42.9,0.1
1379,Darko Lazovic\Darko-Lazovic,rs SRB,DF,Hellas Verona,it Serie A,28,1990,36,0.23,8.1,7.72,278,74.9,1.47,53,1485,41.25,66,1.83,106,2.95,155,5580,0.06,99,2.75,45.5,2.4
1380,Manuel Lazzari\Manuel-Lazzari,it ITA,DF,Lazio,it Serie A,25,1993,28.3,0.12,3.5,2.72,77,79.2,1.34,38,1018,35.97,11,0.39,60,2.12,199.93,5658,0.09,73,2.58,50.7,1.4
1381,Mickaël Le Bihan\Mickael-Le-Bihan,fr FRA,FW,Nice,fr Ligue 1,29,1990,1.1,0.18,0.2,0.91,1,78.3,0.91,1,43,39.09,1,0.91,2,1.8,13.64,15,0.03,0,0,,0.1
1382,Robin Le Normand\Robin-Le-Normand,fr FRA,DF,Real Sociedad,es La Liga,22,1996,26.6,0.01,0.3,3.35,89,89.4,0.19,5,1396,52.48,69,2.59,10,0.38,164.85,4385,0.08,0,0,,0.9
1383,Damien Le Tallec\Damien-Le-Tallec,fr FRA,MFDF,Montpellier,fr Ligue 1,29,1990,27.3,0.03,0.7,3.33,91,80.6,0.4,11,821,30.07,85,3.11,26,0.95,62.12,1696,0.06,7,0.26,57.1,1
1384,James Lea Siliki\James-Lea-Siliki,fr FRA,MF,Rennes,fr Ligue 1,23,1996,12,0.07,0.8,2.67,32,75.3,0.67,8,415,34.58,27,2.25,23,1.92,116.92,1403,0.06,16,1.33,56.3,0.9
1385,Rafael Leão\Rafael-Leao,pt POR,FW,Milan,it Serie A,20,1999,15.6,0.19,3,2.76,43,76.1,1.92,30,779,49.94,11,0.71,59,3.78,189.68,2959,0.11,63,4.04,65.1,4.9
1386,Adrien Lebeau\Adrien-Lebeau,fr FRA,MF,Strasbourg,fr Ligue 1,20,1999,0.1,0,0,0,0,50,0,0,5,50,0,0,0,0,190,19,,1,10,100,0
1387,Mathew Leckie\Mathew-Leckie,au AUS,DFFW,Hertha BSC,de Bundesliga,28,1991,2.2,0,0,4.09,9,71.8,0,0,82,37.27,3,1.36,2,0.92,82.27,181,0.04,2,0.91,100,0.1
1388,Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Monaco,fr Ligue 1,28,1991,28,0,0.1,0.04,1,73.9,0.04,1,333,11.89,5,0.18,2,0.07,42.43,1188,,0,0,,0
1389,Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,26,1993,25,0.17,4.3,5.36,134,83.7,1.36,34,1266,50.64,112,4.48,61,2.44,145.36,3634,0.07,40,1.6,75,3.5
1390,Jordan Lefort\Jordan-Lefort,fr FRA,DF,Amiens,fr Ligue 1,25,1993,9.4,0.03,0.3,3.83,36,82.6,0.32,3,370,39.36,22,2.34,7,0.75,98.4,925,0.03,6,0.64,83.3,0.1
1391,Wu Lei\Wu-Lei,cn CHN,FWMF,Espanyol,es La Liga,27,1991,19.1,0.09,1.7,0.94,18,65.6,0.68,13,615,32.2,13,0.68,25,1.31,67.75,1294,0.12,32,1.68,53.1,5.5
1392,Toni Leistner\Toni-Leistner,de GER,DF,Köln,de Bundesliga,28,1990,11.2,0.01,0.1,3.3,37,84.2,0.27,3,462,41.25,43,3.84,5,0.44,127.05,1423,0.04,5,0.45,100,0.1
1393,Moritz Leitner\Moritz-Leitner,de GER,MF,Norwich City,eng Premier League,26,1992,7.6,0.04,0.3,5.92,45,85.4,1.05,8,530,69.74,46,6.05,16,2.1,215.66,1639,0.02,13,1.71,53.8,0.2
1394,Lucas Leiva\Lucas-Leiva,br BRA,MF,Lazio,it Serie A,32,1987,20.1,0.09,1.9,5.67,114,88.3,0.9,18,873,43.43,97,4.83,36,1.79,104.43,2099,0.06,12,0.6,58.3,0.6
1395,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,28,1991,4.9,0.02,0.1,2.65,13,72.7,0.2,1,117,23.88,9,1.84,1,0.2,46.33,227,0.12,3,0.61,66.7,0.5
1396,Iñigo Lekue\Inigo-Lekue,es ESP,FWDF,Athletic Club,es La Liga,26,1993,6.9,0.12,0.8,3.91,27,68.9,1.3,9,304,44.06,10,1.45,14,2.02,165.8,1144,0.05,37,5.36,29.7,0.2
1397,Nicolas Lemaître\Nicolas-Lemaitre,fr FRA,GK,Reims,fr Ligue 1,22,1997,1,0,0,0,0,81.5,0,0,14,14,0,0,1,1,18,18,,0,0,,0
1398,Thomas Lemar\Thomas-Lemar,fr FRA,MF,Atlético Madrid,es La Liga,23,1995,10.3,0.04,0.4,5.83,60,78.8,0.58,6,420,40.78,29,2.82,19,1.85,141.75,1460,0.05,38,3.69,55.3,0.5
1399,Tim Lemperle\Tim-Lemperle,de GER,FWMF,Köln,de Bundesliga,17,2002,0.2,0,0,0,0,100,0,0,7,35,0,0,0,0,80,16,0.1,1,5,0,0.1
1400,Clément Lenglet\Clement-Lenglet,fr FRA,DF,Barcelona,es La Liga,24,1995,26.9,0.02,0.5,3.94,106,92.6,0.19,5,1858,69.07,165,6.13,14,0.52,223.05,6000,0.09,9,0.33,55.6,0.9
1401,Aaron Lennon\Aaron-Lennon,eng ENG,MF,Burnley,eng Premier League,32,1987,5.5,0.02,0.1,1.45,8,70.2,0.36,2,156,28.36,5,0.91,7,1.27,84.91,467,0.02,8,1.45,75,0
1402,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,eng Premier League,27,1992,29.4,0,0,0,0,74.9,0,0,444,15.1,3,0.1,1,0.03,35.71,1050,,2,0.07,50,0
1403,Christopher Lenz\Christopher-Lenz,de GER,DF,Union Berlin,de Bundesliga,24,1994,25.2,0.1,2.6,6.27,158,71.4,0.79,20,750,29.76,58,2.3,42,1.67,89.76,2262,0.04,39,1.55,64.1,0.6
1404,Donovan Léon\Donovan-Leon,gf GUF,GK,Brest,fr Ligue 1,26,1992,1.4,0,0,0,0,68.3,0,0,15,10.71,0,0,1,0.73,24.29,34,,0,0,,0
1405,Pedro León\Pedro-Leon,es ESP,MFFW,Eibar,es La Liga,32,1986,21.1,0.2,4.2,4.45,94,58,2.04,43,859,40.71,26,1.23,65,3.09,66.21,1397,0.08,38,1.8,52.6,3
1406,Sergio León\Sergio-Leon,es ESP,FW,Levante,es La Liga,30,1989,7.5,0.01,0.1,0.8,6,58.3,0.27,2,268,35.73,4,0.53,7,0.94,34.27,257,0.11,10,1.33,20,2.4
1407,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Genoa,it Serie A,26,1993,15.4,0.1,1.6,3.38,52,82.3,0.71,11,580,37.66,39,2.53,28,1.82,46.36,714,0.09,11,0.71,36.4,1.3
1408,Mehdi Léris\Mehdi-Leris,fr FRA,MFFW,Sampdoria,it Serie A,21,1998,5.7,0.07,0.4,4.39,25,73.9,1.05,6,279,48.95,14,2.46,18,3.18,143.16,816,0.05,22,3.86,59.1,0.8
1409,Jefferson Lerma\Jefferson-Lerma,co COL,MF,Bournemouth,eng Premier League,24,1994,30,0.06,1.8,4.1,123,79.3,0.4,12,1026,34.2,119,3.97,34,1.13,66.83,2005,0.04,34,1.13,76.5,1.3
1410,Karlo Letica\Karlo-Letica,hr CRO,GK,SPAL,it Serie A,22,1997,10,0,0,0,0,63.3,0.1,1,113,11.3,0,0,0,0,34.8,348,,1,0.1,100,0
1411,Robert Lewandowski\Robert-Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,30,1988,30.7,0.19,5.7,2.51,77,75.6,1.21,37,1606,52.31,36,1.17,100,3.26,81.86,2513,0.18,106,3.45,57.5,27.5
1412,Jamal Lewis\Jamal-Lewis,nir NIR,DF,Norwich City,eng Premier League,21,1998,25.6,0.04,1,4.49,115,79.3,0.59,15,1031,40.27,41,1.6,32,1.25,167.42,4286,0.03,62,2.42,59.7,0.3
1413,Aaron Leya Iseka\Aaron-Leya-Iseka,be BEL,FW,Toulouse,fr Ligue 1,21,1997,8.6,0.02,0.2,1.28,11,77.6,0.47,4,399,46.4,11,1.28,19,2.2,70.35,605,0.14,13,1.51,53.8,5.1
1414,Stephan Lichtsteiner\Stephan-Lichtsteiner,ch SUI,DF,Augsburg,de Bundesliga,35,1984,14.9,0.04,0.6,8.26,123,69.2,0.6,9,356,23.89,31,2.08,18,1.21,78.26,1166,0.01,10,0.67,50,0
1415,Dimitri Liénard\Dimitri-Lienard,fr FRA,MF,Strasbourg,fr Ligue 1,31,1988,16.5,0.16,2.7,6.97,115,78,2.06,34,862,52.24,89,5.39,64,3.87,143.21,2363,0.05,25,1.52,60,1.6
1416,Philipp Lienhart\Philipp-Lienhart,at AUT,DF,Freiburg,de Bundesliga,23,1996,20.2,0.03,0.7,2.38,48,87,0.1,2,862,42.67,48,2.38,8,0.4,173.96,3514,0.14,3,0.15,100,1
1417,Matthijs de Ligt\Matthijs-de-Ligt,nl NED,DF,Juventus,it Serie A,19,1999,27.2,0.01,0.3,1.99,54,91.4,0.11,3,1257,46.21,80,2.94,9,0.33,106.4,2894,0.14,1,0.04,100,2.6
1418,Isaac Lihadji\Isaac-Lihadji,fr FRA,DFMF,Marseille,fr Ligue 1,17,2002,0.3,0,0,10,3,75,0,0,23,76.67,1,3.33,1,3.6,420,126,,0,0,,0
1419,Lillo\Lillo,es ESP,DF,Osasuna,es La Liga,30,1989,2.2,0.05,0.1,11.82,26,80.6,0.45,1,91,41.36,10,4.55,3,1.38,149.09,328,0.04,1,0.45,100,0
1420,Anderson Lima\Anderson-Lima,br BRA,MF,Lazio,it Serie A,19,1999,0.7,0.43,0.3,7.14,5,83.3,2.86,2,37,52.86,4,5.71,6,8.71,257.14,180,0.03,3,4.29,100,0.1
1421,Lucas Lima\Lucas-Lima,br BRA,FWDF,Nantes,fr Ligue 1,27,1991,3,0.1,0.3,7.67,23,67.2,1.67,5,142,47.33,12,4,9,3,170.33,511,0.06,3,1,66.7,0.1
1422,Anthony Limbombe\Anthony-Limbombe,be BEL,FWMF,Nantes,fr Ligue 1,25,1994,1.7,0.06,0.1,2.35,4,67.9,1.18,2,75,44.12,1,0.59,3,1.79,194.12,330,0.13,4,2.35,25,0.3
1423,Victor Lindelöf\Victor-Lindelof,se SWE,DF,Manchester Utd,eng Premier League,25,1994,34.4,0.01,0.3,2.76,95,87.6,0.12,4,1571,45.67,83,2.41,17,0.49,142.85,4914,0.06,8,0.23,37.5,0.4
1424,Karol Linetty\Karol-Linetty,pl POL,MF,Sampdoria,it Serie A,24,1995,22.4,0.09,2.1,4.11,92,77.8,1.29,29,773,34.51,49,2.19,62,2.76,127.19,2849,0.06,50,2.23,58,1.7
1425,Jesse Lingard\Jesse-Lingard,eng ENG,MFFW,Manchester Utd,eng Premier League,26,1992,10.4,0.09,0.9,3.17,33,85.8,1.63,17,556,53.46,31,2.98,38,3.66,106.92,1112,0.12,18,1.73,50,2.7
1426,Pol Lirola\Pol-Lirola,es ESP,DF,Fiorentina,it Serie A,21,1997,29.4,0.1,2.8,5.71,168,74.7,1.12,33,1123,38.2,71,2.41,68,2.31,178.71,5254,0.06,76,2.59,67.1,1.5
1427,Diego Llorente\Diego-Llorente,es ESP,DF,Real Sociedad,es La Liga,25,1993,25.9,0.01,0.2,2.36,61,88.2,0.15,4,1291,49.85,74,2.86,14,0.54,190.69,4939,0.1,8,0.31,75,1
1428,Fernando Llorente\Fernando-Llorente,es ESP,FW,Napoli,it Serie A,34,1985,5.6,0.13,0.7,0.71,4,81.4,1.79,10,340,60.71,2,0.36,19,3.41,38.75,217,0.15,9,1.61,55.6,4.7
1429,Marcos Llorente\Marcos-Llorente,es ESP,MFFW,Atlético Madrid,es La Liga,24,1995,15.2,0.2,3,2.57,39,77.9,0.99,15,534,35.13,27,1.78,27,1.78,103.42,1572,0.13,33,2.17,75.8,1.8
1430,Gautier Lloris\Gautier-Lloris,fr FRA,DF,Nice,fr Ligue 1,24,1995,3,0,0,1.67,5,92,0,0,155,51.67,0,0,2,0.67,108.33,325,,0,0,,0
1431,Hugo Lloris\Hugo-Lloris,fr FRA,GK,Tottenham,eng Premier League,32,1986,20.1,0,0,0,0,69.5,0,0,222,11.04,10,0.5,1,0.05,30.55,614,,1,0.05,0,0
1432,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MFFW,Tottenham,eng Premier League,23,1996,16.6,0.13,2.1,6.2,103,82.8,1.75,29,951,57.29,91,5.48,59,3.56,227.11,3770,0.07,68,4.1,55.9,1.3
1433,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Celta Vigo,es La Liga,24,1994,15.4,0.03,0.5,3.96,61,87.9,0.65,10,729,47.34,52,3.38,16,1.91,121.56,1872,0.06,15,0.97,66.7,0.1
1434,Stanislav Lobotka\Stanislav-Lobotka,sk SVK,MF,Napoli,it Serie A,24,1994,8.4,0.02,0.2,4.88,41,94.1,0.71,6,607,72.26,58,6.9,25,1.63,127.86,1074,0.02,9,1.07,77.8,0.2
1435,Jürgen Locadia\Jurgen-Locadia,nl NED,MFFW,Brighton,eng Premier League,25,1993,1,0,0,0,0,47.4,0,0,43,43,0,0,10,1.7,59,59,0.12,1,1,100,3
1436,Jürgen Locadia\Jurgen-Locadia,nl NED,FW,Hoffenheim,de Bundesliga,25,1993,5.9,0.02,0.1,1.36,8,72.9,0.51,3,257,43.56,8,1.36,1,1.05,48.98,289,0.13,4,0.68,50,0.3
1437,Manuel Locatelli\Manuel-Locatelli,it ITA,MF,Sassuolo,it Serie A,21,1998,28.7,0.15,4.3,6.24,179,86.6,1.64,47,2034,70.87,219,7.63,91,3.17,180.59,5183,0.05,72,2.51,68.1,1.7
1438,Renan Lodi\Renan-Lodi,br BRA,DF,Atlético Madrid,es La Liga,21,1998,26.6,0.06,1.6,4.89,130,74.3,0.75,20,927,34.85,42,1.58,31,1.16,106.39,2830,0.05,30,1.13,46.7,0.9
1439,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MFFW,Chelsea,eng Premier League,23,1996,2.3,0.09,0.2,3.48,8,88.5,0.43,1,147,63.91,11,4.78,2,0.87,139.13,320,0.14,2,0.87,100,0.5
1440,Enzo Loiodice\Enzo-Loiodice,fr FRA,MF,Dijon,fr Ligue 1,18,2000,2.1,0,0,3.81,8,84.5,0,0,110,52.38,8,3.81,1,0.47,106.67,224,0.02,1,0.48,0,0.1
1441,Kevin Long\Kevin-Long,ie IRL,DF,Burnley,eng Premier League,28,1990,6.3,0,0,1.43,9,76.3,0,0,121,19.21,8,1.27,3,0.48,27.46,173,0.09,1,0.16,100,0.2
1442,Shane Long\Shane-Long,ie IRL,FW,Southampton,eng Premier League,32,1987,15.5,0.09,1.4,2.06,32,55.8,0.97,15,885,57.1,17,1.1,31,2,46.52,721,0.14,18,1.16,44.4,4.6
1443,Matthew Longstaff\Matthew-Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,19,2000,6.4,0.03,0.2,2.03,13,81.4,0.47,3,206,32.19,12,1.88,6,0.94,35.63,228,0.11,7,1.09,71.4,0.4
1444,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,21,1997,15.3,0.07,1,3.4,52,78.4,0.98,15,558,36.47,42,2.75,31,2.02,58.17,890,0.04,14,0.92,64.3,1
1445,Ademola Lookman\Ademola-Lookman,eng ENG,MFFW,RB Leipzig,de Bundesliga,21,1997,3.4,0.15,0.5,6.76,23,76.3,2.06,7,178,52.35,8,2.35,13,3.79,237.06,806,0.1,16,4.71,43.8,1
1446,Anthony Lopes\Anthony-Lopes,pt POR,GK,Lyon,fr Ligue 1,28,1990,26,0.01,0.2,0.04,1,82.6,0.04,1,386,14.85,3,0.12,2,0.08,35.54,924,,0,0,,0
1447,Rony Lopes\Rony-Lopes,pt POR,FW,Sevilla,es La Liga,23,1995,1.5,0,0,2.67,4,82.7,0,0,59,39.33,5,3.33,1,0.67,56.67,85,0.06,3,2,66.7,0.1
1448,Rony Lopes\Rony-Lopes,pt POR,FW,Monaco,fr Ligue 1,23,1995,0.9,0,0,0,0,92.3,0,0,44,48.89,3,3.33,2,2.25,77.78,70,0.1,1,1.11,100,0.2
1449,Adrián López\Adrian-Lopez,es ESP,FWMF,Osasuna,es La Liga,31,1988,16,0.13,2,2.19,35,70.6,1.38,22,805,50.31,32,2,42,2.62,127.63,2042,0.1,30,1.88,50,2.6
1450,David López\David-Lopez,es ESP,DFMF,Espanyol,es La Liga,29,1989,27.3,0.04,1.1,4.58,125,80.6,0.55,15,1078,39.49,94,3.44,29,1.06,106.37,2904,0.08,9,0.33,88.9,1.1
1451,Diego López\Diego-Lopez,es ESP,GK,Espanyol,es La Liga,37,1981,35.9,0,0,0.03,1,58.2,0.06,2,393,10.95,22,0.61,5,0.14,61.17,2196,,4,0.11,75,0
1452,Javi López\Javi-Lopez,es ESP,DF,Alavés,es La Liga,17,2002,1,0,0,2,2,60,0,0,19,19,2,2,0,0,55,55,,0,0,,0
1453,Javi López\Javi-Lopez,es ESP,DF,Espanyol,es La Liga,33,1986,15.4,0.06,1,4.61,71,74.4,0.65,10,446,28.96,34,2.21,20,1.3,95.45,1470,0.03,21,1.36,66.7,0.1
1454,Lluis López\Lluis-Lopez,es ESP,DF,Espanyol,es La Liga,22,1997,3.3,0,0,3.33,11,89.4,0,0,219,66.36,10,3.03,4,1.2,194.55,642,0.07,2,0.61,0,0.1
1455,Maxime Lopez\Maxime-Lopez,fr FRA,MFFW,Marseille,fr Ligue 1,21,1997,12.3,0.07,0.8,6.34,78,87.7,1.46,18,946,76.91,87,7.07,35,2.84,218.86,2692,0.07,29,2.36,51.7,0.8
1456,Pau López\Pau-Lopez,es ESP,GK,Roma,it Serie A,24,1994,32,0,0,0.03,1,78.7,0,0,526,16.44,4,0.13,2,0.06,39.06,1250,,0,0,,0
1457,Roberto López\Roberto-Lopez,es ESP,MF,Real Sociedad,es La Liga,19,2000,0.3,0.33,0.1,10,3,72.7,3.33,1,35,116.67,2,6.67,3,11.25,96.67,29,,2,6.67,100,0
1458,Unai López\Unai-Lopez,es ESP,MF,Athletic Club,es La Liga,23,1995,19.9,0.15,3,5.53,110,83,1.81,36,997,50.1,77,3.87,47,2.37,106.53,2120,0.03,23,1.16,82.6,0.8
1459,Iker Losada\Iker-Losada,es ESP,MFFW,Celta Vigo,es La Liga,17,2001,0.1,0,0,0,0,77.8,0,0,11,110,0,0,0,0,210,21,0.03,0,0,,0
1460,Albert Lottin\Albert-Lottin,fr FRA,MF,Bordeaux,fr Ligue 1,17,2001,0.5,0,0,8,4,94.4,0,0,16,32,2,4,0,0,106,53,,3,6,66.7,0
1461,Imran Louza\Imran-Louza,fr FRA,MFFW,Nantes,fr Ligue 1,20,1999,22.3,0.18,4,5.02,112,77.9,1.57,35,1195,53.59,85,3.81,59,2.64,127.35,2840,0.05,52,2.33,50,1.8
1462,Matteo Lovato\Matteo-Lovato,it ITA,DF,Hellas Verona,it Serie A,19,2000,0.1,0,0,0,0,50,0,0,1,10,0,0,0,0,180,18,,0,0,,0
1463,Dejan Lovren\Dejan-Lovren,hr CRO,DF,Liverpool,eng Premier League,30,1989,8.6,0.03,0.3,3.95,34,87.9,0.12,1,489,56.86,43,5,5,0.58,165.12,1420,0.06,1,0.12,100,0.3
1464,Eduard Löwen\Eduard-Lowen,de GER,MFFW,Augsburg,de Bundesliga,22,1997,7.5,0.11,0.8,2.67,20,63.6,1.6,12,296,39.47,9,1.2,16,2.15,85.87,644,0.07,19,2.53,47.4,0.7
1465,Eduard Löwen\Eduard-Lowen,de GER,MF,Hertha BSC,de Bundesliga,22,1997,3.5,0,0,4,14,80.3,0,0,134,38.29,17,4.86,1,0.29,98.86,346,0.04,13,3.71,84.6,0.2
1466,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,eng Premier League,30,1989,17,0.06,1.1,5.65,96,68.5,0.71,12,471,27.71,46,2.71,17,1,70.35,1196,,18,1.06,61.1,0
1467,Hirving Lozano\Hirving-Lozano,mx MEX,FW,Napoli,it Serie A,24,1995,11.4,0.18,2.1,2.72,31,76.7,1.84,21,571,50.09,8,0.7,46,4.04,196.14,2236,0.12,44,3.86,54.5,4.1
1468,Pol Lozano\Pol-Lozano,es ESP,MFFW,Espanyol,es La Liga,19,1999,1.9,0,0,1.58,3,89.1,0,0,73,38.42,12,6.32,1,0.52,68.95,131,,1,0.53,100,0
1469,Jan Luca Rumpf\Jan-Luca-Rumpf,de GER,DF,Paderborn 07,de Bundesliga,20,1999,1,0,0,6,6,77.4,0,0,34,34,6,6,0,0,96,96,0.09,0,0,,0.1
