Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,xAp90,xA,Progpassesp90,Prog,SuccPassperc,KP90,KP,Targ,PassesReceivedp90,Final3rd,PassesFinal3rdp90,SCA,SCA90,PrgDistp90,PrgDist,npxGSh,Att,Attdribblesp90,SuccDribblesPerc,xG
404,Yohan Cabaye\Yohan-Cabaye,fr FRA,MF,Saint-Étienne,fr Ligue 1,33,1986,9.5,0.06,0.6,6.63,63,79.8,0.95,9,400,42.11,58,6.11,18,1.89,114.21,1085,0.05,9,0.95,77.8,0.6
405,Manuel Cabit\Manuel-Cabit,mq MTQ,DF,Metz,fr Ligue 1,26,1993,3,0.27,0.8,5.33,16,67.1,0.67,2,92,30.67,5,1.67,6,2,103.67,311,,2,0.67,100,0
406,Ariday Cabrera\Ariday-Cabrera,es ESP,MFFW,Mallorca,es La Liga,30,1988,0.4,0,0,2.5,1,81.8,0,0,10,25,1,2.5,0,0,45,18,0.05,2,5,0,0
407,Leandro Cabrera\Leandro-Cabrera,uy URU,DF,Getafe,es La Liga,28,1991,17,0.01,0.2,4.24,72,54.1,0.12,2,268,15.76,54,3.18,6,0.35,36.29,617,0.1,6,0.35,83.3,0.9
408,Leandro Cabrera\Leandro-Cabrera,uy URU,DF,Espanyol,es La Liga,28,1991,17,0.02,0.3,3.18,54,67.5,0.35,6,548,32.24,40,2.35,11,0.65,104.71,1780,0.02,6,0.35,83.3,0
409,Fabrizio Cacciatore\Fabrizio-Cacciatore,it ITA,DF,Cagliari,it Serie A,32,1986,12.8,0.04,0.5,7.34,94,79,0.39,5,521,40.7,42,3.28,15,1.17,78.13,1000,0.08,9,0.7,55.6,0.3
410,Martín Cáceres\Martin-Caceres,uy URU,DF,Fiorentina,it Serie A,32,1987,26.2,0.02,0.5,3.63,95,84.1,0.5,13,1009,38.51,85,3.24,27,1.03,128.44,3365,0.16,5,0.19,80,2
411,Anthony Caci\Anthony-Caci,fr FRA,DF,Strasbourg,fr Ligue 1,22,1997,7.7,0.26,2,8.57,66,80,1.56,12,396,51.43,50,6.49,20,2.6,168.18,1295,0.04,10,1.3,40,0.2
412,Jhonder Cádiz\Jhonder-Cadiz,ve VEN,FWMF,Dijon,fr Ligue 1,24,1995,8.9,0.12,1.1,1.24,11,63.5,0.9,8,446,50.11,9,1.01,23,2.59,124.94,1112,0.08,36,4.04,72.2,2.5
413,Mathieu Cafaro\Mathieu-Cafaro,fr FRA,FWMF,Reims,fr Ligue 1,22,1997,10.3,0.17,1.8,4.95,51,57.8,1.46,15,431,41.84,26,2.52,32,3.12,137.57,1417,0.05,41,3.98,56.1,2.8
414,Jonathan Cafu\Jonathan-Cafu,br BRA,DF,Bordeaux,fr Ligue 1,28,1991,2.2,0.05,0.1,2.27,5,81.5,0.91,2,102,46.36,0,0,3,1.34,155.91,343,0.07,6,2.73,50,0.1
415,Gary Cahill\Gary-Cahill,eng ENG,DF,Crystal Palace,eng Premier League,33,1985,24.1,0.01,0.2,1.66,40,86.7,0.08,2,758,31.45,34,1.41,8,0.33,65.19,1571,0.06,10,0.41,80,1.2
416,Felipe Caicedo\Felipe-Caicedo,ec ECU,FW,Lazio,it Serie A,30,1988,15.6,0.17,2.7,1.67,26,79.5,1.41,22,665,42.63,20,1.28,42,2.69,52.63,821,0.17,23,1.47,65.2,6
417,Arturo Calabresi\Arturo-Calabresi,it ITA,DF,Amiens,fr Ligue 1,23,1996,20.9,0.04,0.9,6.6,138,74.1,0.24,5,590,28.23,56,2.68,19,0.91,96.22,2011,0.14,35,1.67,68.6,0.8
418,Davide Calabria\Davide-Calabria,it ITA,DF,Milan,it Serie A,22,1996,18,0.04,0.7,9.17,165,80.8,0.72,13,916,50.89,99,5.5,28,1.55,162.11,2918,0.05,24,1.33,45.8,0.6
419,Riccardo Calafiori\Riccardo-Calafiori,it ITA,DF,Roma,it Serie A,17,2002,0.7,0,0,0,0,71.4,0,0,17,24.29,0,0,1,1.53,14.29,10,,0,0,,0
420,Mattia Caldara\Mattia-Caldara,it ITA,DF,Atalanta,it Serie A,25,1994,10.7,0.04,0.4,1.4,15,89.9,0.09,1,297,27.76,12,1.12,3,0.28,71.59,766,0.07,2,0.19,100,0.3
421,Marco Calderoni\Marco-Calderoni,it ITA,DF,Lecce,it Serie A,30,1989,22.9,0.09,2.1,5.59,128,73.9,0.92,21,896,39.13,41,1.79,38,1.66,97.25,2227,0.03,18,0.79,66.7,0.7
422,Fernando Calero\Fernando-Calero,es ESP,DF,Espanyol,es La Liga,23,1995,11.6,0,0,2.41,28,87.9,0.09,1,446,38.45,16,1.38,3,0.26,90.69,1052,,1,0.09,100,0
423,Duje Caleta-Car\Duje-Caleta-Car,hr CRO,DF,Marseille,fr Ligue 1,22,1996,21,0.01,0.3,3.14,66,88.9,0.14,3,874,41.62,57,2.71,10,0.48,148.29,3114,0.09,0,0,,1.3
424,Hakan Çalhanoglu\Hakan-Calhanoglu,tr TUR,MFFW,Milan,it Serie A,25,1994,30,0.23,7,5.63,169,78.2,2.2,66,1723,57.43,107,3.57,127,4.23,161.4,4842,0.07,59,1.97,66.1,8.1
425,Daniel Caligiuri\Daniel-Caligiuri,it ITA,MFFW,Schalke 04,de Bundesliga,31,1988,25.5,0.14,3.5,6.16,157,63.9,1.53,39,1048,41.1,46,1.8,86,3.38,115.29,2940,0.06,90,3.53,50,3.3
426,José Callejón\Jose-Callejon,es ESP,FWMF,Napoli,it Serie A,32,1987,24.1,0.27,6.4,5.73,138,79.7,2.7,65,1323,54.9,64,2.66,98,4.06,70.91,1709,0.12,24,1,37.5,5.1
427,Jonathan Calleri\Jonathan-Calleri,ar ARG,FW,Espanyol,es La Liga,25,1993,20.1,0.11,2.3,1.39,28,54.5,0.8,16,876,43.58,20,1,39,1.94,50.45,1014,0.08,28,1.39,53.6,3.7
428,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,22,1997,29.2,0.03,1,1.47,43,66.2,0.51,15,1396,47.81,33,1.13,54,1.85,45.17,1319,0.17,34,1.16,44.1,13.9
429,Mahdi Camara\Mahdi-Camara,fr FRA,MF,Saint-Étienne,fr Ligue 1,21,1998,10,0.01,0.1,2.3,23,83.8,0.2,2,448,44.8,21,2.1,8,0.8,116,1160,0.05,14,1.4,71.4,0.3
430,Souleymane Camara\Souleymane-Camara,sn SEN,FWMF,Montpellier,fr Ligue 1,36,1982,1.8,0.28,0.5,3.89,7,76.7,2.78,5,114,63.33,3,1.67,6,3.31,45.56,82,0.13,2,1.11,100,0.4
431,Víctor Camarasa\Victor-Camarasa,es ESP,MF,Crystal Palace,eng Premier League,25,1994,0.1,0,0,0,0,100,0,0,3,30,0,0,1,15,90,9,,0,0,,0
432,Víctor Camarasa\Victor-Camarasa,es ESP,MF,Alavés,es La Liga,25,1994,14.4,0.11,1.6,3.26,47,80.7,0.97,14,512,35.56,36,2.5,23,1.6,67.78,976,0.04,29,2.01,55.2,0.3
433,Eduardo Camavinga\Eduardo-Camavinga,fr FRA,MF,Rennes,fr Ligue 1,16,2002,23.4,0.03,0.8,2.48,58,89.2,0.34,8,902,38.55,56,2.39,29,1.24,133.12,3115,0.06,18,0.77,77.8,1
434,Sergio Camello\Sergio-Camello,es ESP,FW,Atlético Madrid,es La Liga,18,2001,0.3,0,0,3.33,1,40,0,0,12,40,0,0,0,0,26.67,8,,0,0,,0
435,José Campaña\Jose-Campana,es ESP,MF,Levante,es La Liga,26,1993,35.1,0.15,5.1,7.86,276,77.8,2.11,74,1939,55.24,154,4.39,131,3.74,172.85,6067,0.06,85,2.42,62.4,2.6
436,Xisco Campos\Xisco-Campos,es ESP,DF,Mallorca,es La Liga,37,1982,5.3,0.02,0.1,0.94,5,77.3,0.38,2,146,27.55,4,0.75,2,0.38,39.06,207,0.02,0,0,,0.1
437,Víctor Campuzano\Victor-Campuzano,es ESP,FW,Espanyol,es La Liga,22,1997,9.7,0.01,0.1,0.93,9,65.6,0.21,2,395,40.72,10,1.03,17,1.76,80.31,779,0.08,14,1.44,71.4,1.4
438,Emre Can\Emre-Can,de GER,MFDF,Dortmund,de Bundesliga,25,1994,10.6,0.04,0.4,3.96,42,88.1,0.28,3,684,64.53,41,3.87,14,1.32,171.32,1816,0.06,25,2.36,60,0.9
439,Emre Can\Emre-Can,de GER,MF,Juventus,it Serie A,25,1994,3.2,0.19,0.6,3.75,12,86.6,1.56,5,170,53.13,12,3.75,7,2.22,131.88,422,0.19,10,3.13,70,1.3
440,Sergio Canales\Sergio-Canales,es ESP,MFFW,Betis,es La Liga,28,1991,35.1,0.17,5.8,5.5,193,84,2.17,76,2156,61.42,142,4.05,138,3.93,215.95,7580,0.08,70,1.99,67.1,7
441,João Cancelo\Joao-Cancelo,pt POR,DF,Manchester City,eng Premier League,25,1994,13.4,0.13,1.7,7.61,102,87.9,1.12,15,970,72.39,99,7.39,43,3.2,202.84,2718,0.03,63,4.7,73,0.5
442,Antonio Candreva\Antonio-Candreva,it ITA,DF,Inter,it Serie A,32,1987,22.1,0.25,5.5,8.64,191,76.8,2.13,47,1207,54.62,65,2.94,78,3.52,171,3779,0.05,27,1.22,37,2.4
443,Gianmarco Cangiano\Gianmarco-Cangiano,it ITA,FWMF,Bologna,it Serie A,17,2001,0.2,0,0,5,1,75,0,0,10,50,1,5,2,8.57,230,46,,4,20,75,0
444,Todd Cantwell\Todd-Cantwell,eng ENG,FWMF,Norwich City,eng Premier League,21,1998,27.7,0.1,2.7,2.92,81,79.9,1.3,36,1401,50.58,72,2.6,73,2.64,134.62,3729,0.14,94,3.39,60.6,5.8
445,Ander Capa\Ander-Capa,es ESP,DF,Athletic Club,es La Liga,27,1992,31.9,0.11,3.4,6.55,209,74.3,0.82,26,1142,35.8,66,2.07,48,1.5,144.04,4595,0.07,76,2.38,68.4,1.1
446,Pierrick Capelle\Pierrick-Capelle,fr FRA,MFDF,Angers,fr Ligue 1,32,1987,19.4,0.08,1.5,3.51,68,81.8,1.08,21,874,45.05,44,2.27,37,1.91,120.15,2331,0.06,39,2.01,66.7,2
447,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,eng Premier League,31,1988,29.2,0.11,3.1,4.69,137,81,0.65,19,1053,36.06,129,4.42,43,1.47,67.33,1966,0.04,44,1.51,72.7,0.8
448,Gianluca Caprari\Gianluca-Caprari,it ITA,FWMF,Sampdoria,it Serie A,26,1993,7.4,0.07,0.5,3.24,24,73.8,1.08,8,364,49.19,18,2.43,29,3.91,151.76,1123,0.08,25,3.38,60,1.9
449,Gianluca Caprari\Gianluca-Caprari,it ITA,FWMF,Parma,it Serie A,26,1993,6.5,0.22,1.4,2.77,18,79.7,2.31,15,266,40.92,11,1.69,29,4.43,150.62,979,0.11,22,3.38,59.1,2.5
450,Francesco Caputo\Francesco-Caputo,it ITA,FW,Sassuolo,it Serie A,31,1987,32.6,0.18,6,1.13,37,78.2,1.53,50,1354,41.53,21,0.64,94,2.89,56.63,1846,0.2,41,1.26,56.1,15.6
451,Maxence Caqueret\Maxence-Caqueret,fr FRA,MF,Lyon,fr Ligue 1,19,2000,6.3,0.05,0.3,7.3,46,86.7,0.79,5,377,59.84,29,4.6,14,2.22,101.11,637,0.05,14,2.22,42.9,0.2
452,Andrea Carboni\Andrea-Carboni,it ITA,DFMF,Cagliari,it Serie A,18,2001,4.1,0,0,2.93,12,82.2,0,0,127,30.98,15,3.66,2,0.49,141.95,582,0.04,0,0,,0
453,Irvin Cardona\Irvin-Cardona,fr FRA,FWMF,Brest,fr Ligue 1,21,1997,16.1,0.11,1.8,2.61,42,65.8,1.06,17,741,46.02,19,1.18,32,1.99,116.77,1880,0.13,37,2.3,32.4,6.3
454,Marc Cardona\Marc-Cardona,es ESP,FW,Osasuna,es La Liga,24,1995,7.8,0.18,1.4,1.41,11,73.4,1.28,10,364,46.67,7,0.9,15,1.91,102.18,797,0.14,17,2.18,58.8,1.9
455,Diego Carlos\Diego-Carlos,br BRA,DF,Sevilla,es La Liga,26,1993,34.8,0.01,0.5,1.78,62,86.7,0.23,8,1501,43.13,70,2.01,16,0.46,62.01,2158,0.1,9,0.26,88.9,2
456,Lionel Carole\Lionel-Carole,fr FRA,DF,Strasbourg,fr Ligue 1,28,1991,14.1,0.05,0.7,8.3,117,78.2,0.99,14,640,45.39,51,3.62,29,2.05,159.22,2245,0.03,24,1.7,66.7,0.2
457,Yannick Carrasco\Yannick-Carrasco,be BEL,MFFW,Atlético Madrid,es La Liga,25,1993,7,0.1,0.7,4.43,31,75,1.57,11,319,45.57,18,2.57,25,3.57,176.57,1236,0.1,33,4.71,54.5,1.7
458,Daniel Carriço\Daniel-Carrico,pt POR,DF,Sevilla,es La Liga,30,1988,9.4,0,0,2.13,20,92.6,0.11,1,451,47.98,23,2.45,3,0.32,116.38,1094,0.06,3,0.32,100,0.2
459,Guido Carrillo\Guido-Carrillo,ar ARG,FW,Leganés,es La Liga,28,1991,13.5,0.02,0.3,1.78,24,68.2,0.81,11,593,43.93,16,1.19,29,2.15,16.59,224,0.14,8,0.59,62.5,4.9
460,Andy Carroll\Andy-Carroll,eng ENG,FW,Newcastle Utd,eng Premier League,30,1989,7,0.23,1.6,2.43,17,64.7,1.57,11,404,57.71,12,1.71,20,2.85,31,217,0.06,8,1.14,62.5,0.9
461,Dani Carvajal\Dani-Carvajal,es ESP,DF,Real Madrid,es La Liga,27,1992,30.4,0.14,4.3,7.37,224,84.6,1.38,42,1976,65,124,4.08,74,2.43,168.49,5122,0.14,57,1.88,52.6,2.7
462,Matis Carvalho\Matis-Carvalho,pt POR,GK,Montpellier,fr Ligue 1,20,1999,0.8,0,0,0,0,48.1,0,0,7,8.75,0,0,0,0,37.5,30,,0,0,,0
463,William Carvalho\William-Carvalho,pt POR,MF,Betis,es La Liga,27,1992,9.9,0.08,0.8,4.44,44,89,0.81,8,579,58.48,57,5.76,13,1.31,118.18,1170,0.09,17,1.72,88.2,0.5
464,Casemiro\Casemiro,br BRA,MF,Real Madrid,es La Liga,27,1992,34.3,0.01,0.4,4.43,152,83.5,0.26,9,1829,53.32,183,5.34,48,1.4,98.1,3365,0.08,33,0.96,69.7,3.6
465,Moreto Cassamã\Moreto-Cassama,gw GNB,MF,Reims,fr Ligue 1,21,1998,6.6,0.06,0.4,6.97,46,87.8,1.36,9,430,65.15,34,5.15,14,2.13,141.06,931,0.02,18,2.73,83.3,0.1
466,Francesco Cassata\Francesco-Cassata,it ITA,MF,Genoa,it Serie A,22,1997,16.2,0.09,1.4,3.7,60,78.3,0.62,10,676,41.73,28,1.73,29,1.79,129.32,2095,0.1,40,2.47,50,1.3
467,Timothy Castagne\Timothy-Castagne,be BEL,DF,Atalanta,it Serie A,23,1995,19.7,0.13,2.5,5.84,115,84,1.27,25,994,50.46,43,2.18,44,2.24,110.71,2181,0.11,25,1.27,56,1.6
468,Koen Casteels\Koen-Casteels,be BEL,GK,Wolfsburg,de Bundesliga,27,1992,26,0,0,0,0,73.1,0.04,1,529,20.35,16,0.62,4,0.15,53.73,1397,,1,0.04,100,0
469,Jean-Charles Castelletto\Jean-Charles-Castelletto,cm CMR,DF,Brest,fr Ligue 1,24,1995,20.4,0,0.1,2.7,55,88.4,0.2,4,763,37.4,57,2.79,8,0.39,107.21,2187,0.18,8,0.39,100,0.5
470,Samu Castillejo\Samu-Castillejo,es ESP,FWMF,Milan,it Serie A,24,1995,13.4,0.22,3,4.33,58,75.4,3.06,41,662,49.4,25,1.87,63,4.69,174.93,2344,0.1,45,3.36,53.3,3.2
471,Jonny Castro\Jonny-Castro,es ESP,DF,Wolves,eng Premier League,25,1994,32.1,0.03,0.9,4.21,135,81.5,0.59,19,1199,37.35,52,1.62,49,1.53,135.23,4341,0.07,76,2.37,39.5,1.3
472,Lucas Castro\Lucas-Castro,ar ARG,MF,SPAL,it Serie A,30,1989,4.7,0.06,0.3,5.96,28,77.9,1.28,6,246,52.34,22,4.68,13,2.75,88.72,417,0.06,11,2.34,54.5,0.6
473,Lucas Castro\Lucas-Castro,ar ARG,MF,Cagliari,it Serie A,30,1989,6.7,0.07,0.5,5.22,35,74.1,1.19,8,328,48.96,19,2.84,13,1.93,112.39,753,0.06,20,2.99,75,0.8
474,Gaetano Castrovilli\Gaetano-Castrovilli,it ITA,MF,Fiorentina,it Serie A,22,1997,29.7,0.09,2.7,3.77,112,80.8,1.18,35,1319,44.41,108,3.64,97,3.27,223.2,6629,0.06,135,4.55,69.6,3
475,Danilo Cataldi\Danilo-Cataldi,it ITA,MF,Lazio,it Serie A,24,1994,6.6,0.09,0.6,9.24,61,83,1.82,12,354,53.64,58,8.79,27,4.1,197.73,1305,0.06,5,0.76,60,0.5
476,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,eng Premier League,30,1989,27.6,0,0,1.59,44,83.2,0.04,1,600,21.74,38,1.38,5,0.18,38.62,1066,0.15,6,0.22,66.7,0.3
477,Edinson Cavani\Edinson-Cavani,uy URU,FW,Paris S-G,fr Ligue 1,32,1987,6.7,0.22,1.5,1.94,13,85.7,1.49,10,239,35.67,6,0.9,23,3.42,26.57,178,0.24,7,1.04,85.7,7.6
478,Santi Cazorla\Santi-Cazorla,es ESP,MF,Villarreal,es La Liga,34,1984,27.2,0.24,6.6,8.46,230,81.6,2.43,66,1702,62.57,190,6.99,135,4.96,131.73,3583,0.06,71,2.61,73.2,8.4
479,Dani Ceballos\Dani-Ceballos,es ESP,MF,Arsenal,eng Premier League,22,1996,18.8,0.1,1.8,6.49,122,84.2,1.54,29,1134,60.32,120,6.38,47,2.5,213.14,4007,0.04,41,2.18,70.7,0.5
480,Federico Ceccherini\Federico-Ceccherini,it ITA,DF,Fiorentina,it Serie A,27,1992,9.3,0,0,1.61,15,87.6,0.11,1,288,30.97,17,1.83,4,0.43,103.44,962,0.06,6,0.65,66.7,0.2
481,Christian Celesia\Christian-Celesia,it ITA,DF,Torino,it Serie A,17,2002,0,#DIV/0!,0.2,#DIV/0!,0,100,#DIV/0!,1,1,#DIV/0!,0,#DIV/0!,1,90,#DIV/0!,0,,0,#DIV/0!,,0
482,Zeki Çelik\Zeki-Celik,tr TUR,DF,Lille,fr Ligue 1,22,1997,23,0.08,1.8,8.7,200,80.1,0.74,17,1024,44.52,89,3.87,30,1.3,148.48,3415,0.06,42,1.83,45.2,0.3
483,Fabien Centonze\Fabien-Centonze,fr FRA,DF,Metz,fr Ligue 1,23,1996,28,0.08,2.3,5.57,156,75.6,0.75,21,910,32.5,56,2,39,1.39,159.14,4456,0.05,49,1.75,57.1,0.4
484,Luca Ceppitelli\Luca-Ceppitelli,it ITA,DF,Cagliari,it Serie A,29,1989,13.8,0.01,0.1,1.16,16,79.8,0.14,2,379,27.46,21,1.52,6,0.43,72.1,995,0.09,2,0.14,0,0.4
485,Alberto Cerri\Alberto-Cerri,it ITA,FW,SPAL,it Serie A,23,1996,4.7,0.17,0.8,2.55,12,65.3,1.7,8,246,52.34,8,1.7,11,2.36,78.72,370,0.12,12,2.55,75,1.2
486,Alberto Cerri\Alberto-Cerri,it ITA,FW,Cagliari,it Serie A,23,1996,2.7,0.07,0.2,1.48,4,68,1.11,3,161,59.63,3,1.11,4,1.48,28.89,78,0.08,3,1.11,100,0.6
487,Julian Chabot\Julian-Chabot,de GER,DF,Sampdoria,it Serie A,21,1998,6.3,0,0,2.06,13,86.1,0,0,173,27.46,13,2.06,1,0.16,48.73,307,0.07,4,0.63,100,0.1
488,Florian Chabrolle\Florian-Chabrolle,fr FRA,MF,Marseille,fr Ligue 1,21,1998,0.2,0,0,10,2,87.5,0,0,21,105,2,10,0,0,360,72,,1,5,0,0
489,Fouad Chafik\Fouad-Chafik,ma MAR,DF,Dijon,fr Ligue 1,32,1986,17,0.11,1.8,7.88,134,76.8,1.29,22,659,38.76,65,3.82,46,2.71,156.24,2656,0.02,31,1.82,54.8,0.2
490,Sofian Chakla\Sofian-Chakla,ma MAR,DF,Villarreal,es La Liga,25,1993,2,0,0,2,4,83.2,0,0,66,33,0,0,1,0.5,62,124,0.06,0,0,,0.1
491,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MF,Watford,eng Premier League,24,1994,10.3,0.13,1.3,3.79,39,73.5,0.78,8,297,28.83,24,2.33,18,1.74,50.19,517,0.06,14,1.36,42.9,0.5
492,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,eng Premier League,24,1995,12.2,0.06,0.7,5.08,62,81.2,0.33,4,715,58.61,36,2.95,15,1.23,134.26,1638,0.06,18,1.48,72.2,0.8
493,Jhon Chancellor\Jhon-Chancellor,ve VEN,DF,Brescia,it Serie A,27,1992,24.9,0,0,1.16,29,87.8,0,0,672,26.99,18,0.72,1,0.04,64.54,1607,0.15,9,0.36,88.9,2
494,Timothy Chandler\Timothy-Chandler,us USA,DFMF,Eint Frankfurt,de Bundesliga,29,1990,13.6,0.07,1,6.76,92,62.8,0.88,12,499,36.69,26,1.91,23,1.7,66.99,911,0.09,10,0.74,40,1.8
495,Kwon Chang-hoon\Kwon-Chang-hoon,kr KOR,MFFW,Freiburg,de Bundesliga,25,1994,7.5,0.15,1.1,3.6,27,72,1.33,10,361,48.13,15,2,21,2.8,125.6,942,0.12,17,2.27,58.8,1.9
496,Gaëtan Charbonnier\Gaetan-Charbonnier,fr FRA,FWMF,Brest,fr Ligue 1,30,1988,22.9,0.14,3.1,3.58,82,76.4,1.4,32,1233,53.84,56,2.45,56,2.44,67.73,1551,0.11,48,2.1,52.1,6.6
497,Brendan Chardonnet\Brendan-Chardonnet,fr FRA,DF,Brest,fr Ligue 1,24,1994,9.1,0,0,4.18,38,89.2,0.22,2,445,48.9,32,3.52,5,0.55,154.51,1406,0.03,3,0.33,100,0.1
498,Charles\Charles,br BRA,FW,Eibar,es La Liga,35,1984,14.5,0.06,0.8,0.9,13,68.5,0.69,10,670,46.21,14,0.97,24,1.66,20.48,297,0.13,6,0.41,66.7,4.5
499,Xavier Chavalerin\Xavier-Chavalerin,fr FRA,MF,Reims,fr Ligue 1,28,1991,23.9,0.09,2.1,5.02,120,77.4,1.59,38,881,36.86,75,3.14,54,2.26,70,1673,0.04,29,1.21,69,0.7
500,Pablo Chavarría\Pablo-Chavarria,ar ARG,FWMF,Mallorca,es La Liga,31,1988,2.3,0.3,0.7,1.3,3,63.5,0.87,2,129,56.09,0,0,5,2.15,106.96,246,0.11,0,0,,0.6
501,Aurélien Chedjou\Aurelien-Chedjou,cm CMR,DF,Amiens,fr Ligue 1,34,1985,21.9,0.01,0.2,3.97,87,83.3,0.09,2,705,32.19,79,3.61,12,0.55,113.15,2478,0.05,15,0.68,86.7,0.4
502,Pape Cheikh Diop\Pape-Cheikh-Diop,es ESP,MF,Celta Vigo,es La Liga,21,1997,6.7,0.04,0.3,2.84,19,90.2,0.75,5,268,40,19,2.84,11,1.65,130,871,0.06,8,1.19,75,0.1
503,Chema\Chema,es ESP,DF,Getafe,es La Liga,27,1992,3.4,0,0,1.76,6,61.8,0,0,65,19.12,8,2.35,1,0.29,52.65,179,0.04,1,0.29,100,0.1
504,Rayan Cherki\Rayan-Cherki,fr FRA,MFFW,Lyon,fr Ligue 1,15,2003,1.6,0.06,0.1,1.88,3,66.7,0.63,1,87,54.38,0,0,3,1.89,172.5,276,0.05,9,5.63,66.7,0.1
505,Denis Cheryshev\Denis-Cheryshev,ru RUS,MFFW,Valencia,es La Liga,28,1990,10.3,0.12,1.2,3.11,32,68.8,0.78,8,446,43.3,14,1.36,18,1.75,114.85,1183,0.14,28,2.72,46.4,2.9
506,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,Juventus,it Serie A,34,1984,2.2,0,0,3.64,8,91.5,0,0,90,40.91,8,3.64,2,0.89,147.73,325,0.23,0,0,,0.2
507,Federico Chiesa\Federico-Chiesa,it ITA,FWDF,Fiorentina,it Serie A,21,1997,29.3,0.19,5.5,3.79,111,73.1,1.57,46,1265,43.17,37,1.26,105,3.58,164.68,4825,0.09,92,3.14,65.2,11.3
508,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,eng Premier League,22,1996,26.4,0.13,3.5,6.14,162,78.1,1.36,36,1634,61.89,96,3.64,62,2.35,235.64,6221,0.06,46,1.74,50,0.9
509,Vlad Chiriche?\Vlad-Chiriches,ro ROU,DF,Sassuolo,it Serie A,29,1989,7.9,0,0,2.66,21,93,0,0,411,52.03,23,2.91,2,0.25,160.89,1271,0.09,2,0.25,100,0.2
510,Tahith Chong\Tahith-Chong,nl NED,FWMF,Manchester Utd,eng Premier League,19,1999,0.4,0,0,5,2,64.3,0,0,23,57.5,0,0,2,4.86,145,58,0.05,3,7.5,33.3,0.1
511,Joris Chotard\Joris-Chotard,fr FRA,MF,Montpellier,fr Ligue 1,17,2001,13.9,0.03,0.4,4.32,60,77.2,0.58,8,458,32.95,60,4.32,21,1.51,87.84,1221,0.02,21,1.51,52.4,0.3
512,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,eng Premier League,21,1997,9.9,0.01,0.1,2.02,20,86.6,0.3,3,429,43.33,30,3.03,12,1.21,65.35,647,0.07,13,1.31,53.8,0.5
513,Mounir Chouiar\Mounir-Chouiar,fr FRA,MFFW,Dijon,fr Ligue 1,20,1999,16.7,0.17,2.9,5.63,94,71.7,2.63,44,687,41.14,33,1.98,70,4.18,192.28,3211,0.1,112,6.71,67,3.8
514,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,eng Premier League,23,1996,19.5,0.06,1.1,2.31,45,92.7,0.21,4,1068,54.77,79,4.05,11,0.57,170.62,3327,0.1,2,0.1,100,0.7
515,Samuel Chukwueze\Samuel-Chukwueze,ng NGA,MFFW,Villarreal,es La Liga,20,1999,22.4,0.15,3.3,4.02,90,73.7,1.56,35,1106,49.38,36,1.61,96,4.28,222.77,4990,0.07,99,4.42,60.6,3.5
516,Darko Churlinov\Darko-Churlinov,mk MKD,FW,Köln,de Bundesliga,19,2000,0.2,0,0,0,0,63.6,5,1,13,65,0,0,2,8.57,25,5,,2,10,0,0
517,Churripi\Churripi,es ESP,GK,Valladolid,es La Liga,25,1994,2.7,0,0,0,0,35.4,0,0,34,12.59,2,0.74,0,0,99.26,268,,0,0,,0
518,Luca Cigarini\Luca-Cigarini,it ITA,MF,Cagliari,it Serie A,33,1986,17.8,0.17,3,8.15,145,80.8,2.36,42,940,52.81,124,6.97,62,3.49,110.51,1967,0.04,12,0.67,83.3,0.3
519,Per Ciljan Skjelbred\Per-Ciljan-Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,32,1987,18.1,0.01,0.2,2.87,52,83.8,0.17,3,560,30.94,48,2.65,16,0.88,108.12,1957,0.03,12,0.66,75,0
520,Jasper Cillessen\Jasper-Cillessen,nl NED,GK,Valencia,es La Liga,30,1989,23.3,0,0.1,0,0,62.5,0.04,1,290,12.45,2,0.09,3,0.13,47.94,1117,,0,0,,0
521,Thiago Cionek\Thiago-Cionek,pl POL,DF,SPAL,it Serie A,33,1986,24.1,0.04,1,6.31,152,75.7,0.58,14,967,40.12,67,2.78,29,1.2,118.96,2867,0.04,14,0.58,64.3,0.4
522,Ibrahim Cissé\Ibrahim-Cisse,ci CIV,DFFW,Nice,fr Ligue 1,20,1999,0.6,0,0,3.33,2,84.1,0,0,39,65,1,1.67,1,1.5,370,222,,0,0,,0
523,Ibrahim Cissé\Ibrahim-Cisse,sn SEN,DF,Angers,fr Ligue 1,23,1996,0.7,0.14,0.1,14.29,10,90.5,1.43,1,43,61.43,2,2.86,0,0,148.57,104,0.12,4,5.71,75,0.1
